payment_id,payment_number,invoice_id,payment_date,amount_paid,payment_method,reference_number,notes
PAY-00000301,PAY-00000301,INV-00000495,2024-11-07,67.05,Credit Card,REF-654437,
PAY-00000302,PAY-00000302,INV-00000496,2023-10-25,16.76,ACH,REF-753132,
PAY-00000303,PAY-00000303,INV-00000499,2024-11-16,183.0,ACH,REF-659883,
PAY-00000304,PAY-00000304,INV-00000501,2025-04-11,128.61,Cash,REF-482714,
PAY-00000305,PAY-00000305,INV-00000502,2025-02-20,218.0,Check,REF-338608,
PAY-00000306,PAY-00000306,INV-00000503,2025-04-18,549.73,Wire Transfer,REF-899657,
PAY-00000307,PAY-00000307,INV-00000504,2024-03-05,296.17,Cash,REF-819597,
PAY-00000308,PAY-00000308,INV-00000507,2025-08-10,382.95,ACH,REF-434807,
PAY-00000309,PAY-00000309,INV-00000508,2024-08-14,708.3,Check,REF-450933,
PAY-00000310,PAY-00000310,INV-00000511,2024-04-16,1298.58,Wire Transfer,REF-851098,
PAY-00000311,PAY-00000311,INV-00000512,2023-12-03,1690.0,Wire Transfer,REF-924944,
PAY-00000312,PAY-00000312,INV-00000513,2024-12-31,1818.92,ACH,REF-561612,
PAY-00000313,PAY-00000313,INV-00000514,2024-10-30,1653.87,Cash,REF-603742,
PAY-00000314,PAY-00000314,INV-00000516,2024-08-25,120.58,Check,REF-703937,
PAY-00000315,PAY-00000315,INV-00000518,2024-11-12,16127.5,Credit Card,REF-178522,
PAY-00000316,PAY-00000316,INV-00000519,2023-11-26,142.95,Credit Card,REF-968304,
PAY-00000317,PAY-00000317,INV-00000520,2024-06-16,207.1,Check,REF-462106,
PAY-00000318,PAY-00000318,INV-00000521,2024-12-07,155.35,Wire Transfer,REF-245858,
PAY-00000319,PAY-00000319,INV-00000523,2023-07-31,9105.75,ACH,REF-941911,
PAY-00000320,PAY-00000320,INV-00000524,2023-09-09,465.99,Wire Transfer,REF-562834,
PAY-00000321,PAY-00000321,INV-00000525,2024-05-20,52.19,Cash,REF-489915,
PAY-00000322,PAY-00000322,INV-00000526,2023-12-29,63.3,Cash,REF-973836,
PAY-00000323,PAY-00000323,INV-00000527,2025-06-01,255.0,Credit Card,REF-611503,
PAY-00000324,PAY-00000324,INV-00000528,2024-09-10,261.2,Cash,REF-876641,
PAY-00000325,PAY-00000325,INV-00000531,2024-04-09,88.32,Credit Card,REF-249367,
PAY-00000326,PAY-00000326,INV-00000532,2025-07-16,90.34,ACH,REF-338135,
PAY-00000327,PAY-00000327,INV-00000533,2025-06-28,206.84,Credit Card,REF-492224,
PAY-00000328,PAY-00000328,INV-00000534,2024-01-08,2454.95,Check,REF-709183,
PAY-00000329,PAY-00000329,INV-00000535,2023-09-07,7.32,Wire Transfer,REF-913914,
PAY-00000330,PAY-00000330,INV-00000541,2025-06-19,2430.0,ACH,REF-758000,
PAY-00000331,PAY-00000331,INV-00000544,2024-04-29,3099.83,ACH,REF-999407,
PAY-00000332,PAY-00000332,INV-00000545,2024-02-06,3556.8,Cash,REF-383862,
PAY-00000333,PAY-00000333,INV-00000546,2025-05-15,1061.85,Cash,REF-450445,
PAY-00000334,PAY-00000334,INV-00000547,2024-09-14,809.3,Credit Card,REF-146990,
PAY-00000335,PAY-00000335,INV-00000548,2025-02-21,46.65,Cash,REF-500270,
PAY-00000336,PAY-00000336,INV-00000549,2025-07-10,1003.2,Check,REF-960507,
PAY-00000337,PAY-00000337,INV-00000552,2024-01-03,153.0,Cash,REF-195009,
PAY-00000338,PAY-00000338,INV-00000553,2024-12-13,205.4,Cash,REF-992480,
PAY-00000339,PAY-00000339,INV-00000554,2025-01-26,87.48,Wire Transfer,REF-926511,
PAY-00000340,PAY-00000340,INV-00000555,2024-06-22,11.82,Cash,REF-514770,
PAY-00000341,PAY-00000341,INV-00000556,2024-01-13,17702.0,Cash,REF-457585,
PAY-00000342,PAY-00000342,INV-00000557,2024-03-14,894.03,ACH,REF-305745,
PAY-00000343,PAY-00000343,INV-00000559,2024-12-16,627.64,Wire Transfer,REF-228010,
PAY-00000344,PAY-00000344,INV-00000563,2024-12-21,83.2,Wire Transfer,REF-905961,
PAY-00000345,PAY-00000345,INV-00000564,2024-01-27,42.1,Cash,REF-940188,
PAY-00000346,PAY-00000346,INV-00000565,2024-11-20,26.5,Credit Card,REF-275392,
PAY-00000347,PAY-00000347,INV-00000568,2025-04-08,963.8,Credit Card,REF-891957,
PAY-00000348,PAY-00000348,INV-00000571,2025-08-04,2256.5,Cash,REF-437730,
PAY-00000349,PAY-00000349,INV-00000572,2024-04-25,1217.05,ACH,REF-251925,
PAY-00000350,PAY-00000350,INV-00000573,2025-02-13,425.86,Check,REF-165293,
PAY-00000351,PAY-00000351,INV-00000578,2024-04-30,17.74,Credit Card,REF-690826,
PAY-00000352,PAY-00000352,INV-00000579,2025-03-22,154.52,Credit Card,REF-290786,
PAY-00000353,PAY-00000353,INV-00000581,2024-07-28,16.55,ACH,REF-588858,
PAY-00000354,PAY-00000354,INV-00000583,2024-08-19,61.32,ACH,REF-218480,
PAY-00000355,PAY-00000355,INV-00000585,2024-06-01,1195.0,Credit Card,REF-397018,
PAY-00000356,PAY-00000356,INV-00000588,2025-05-25,46.6,Check,REF-469954,
PAY-00000357,PAY-00000357,INV-00000590,2024-08-15,754.45,Cash,REF-467317,
PAY-00000358,PAY-00000358,INV-00000591,2023-12-06,499.6,Credit Card,REF-727586,
PAY-00000359,PAY-00000359,INV-00000592,2024-12-19,8.94,Check,REF-372419,
PAY-00000360,PAY-00000360,INV-00000593,2024-11-02,111.6,Credit Card,REF-878920,
PAY-00000361,PAY-00000361,INV-00000594,2025-01-06,261.13,Wire Transfer,REF-654600,
PAY-00000362,PAY-00000362,INV-00000598,2024-04-13,3.35,Cash,REF-756233,
PAY-00000363,PAY-00000363,INV-00000599,2025-01-25,110.05,Wire Transfer,REF-715272,
PAY-00000364,PAY-00000364,INV-00000600,2025-06-19,4338.6,Check,REF-236232,
PAY-00000365,PAY-00000365,INV-00000601,2023-10-10,48.75,Cash,REF-905788,
PAY-00000366,PAY-00000366,INV-00000602,2023-10-02,867.61,ACH,REF-659616,
PAY-00000367,PAY-00000367,INV-00000605,2024-10-17,11.22,ACH,REF-340342,
PAY-00000368,PAY-00000368,INV-00000606,2023-12-08,1761.74,Cash,REF-234034,
PAY-00000369,PAY-00000369,INV-00000611,2024-11-21,126.01,Cash,REF-135858,
PAY-00000370,PAY-00000370,INV-00000612,2024-11-23,751.8,Cash,REF-288058,
PAY-00000371,PAY-00000371,INV-00000613,2025-01-05,2219.0,ACH,REF-890069,
PAY-00000372,PAY-00000372,INV-00000614,2025-08-05,126.75,Cash,REF-371989,
PAY-00000373,PAY-00000373,INV-00000615,2024-07-08,269.84,Check,REF-184420,
PAY-00000374,PAY-00000374,INV-00000618,2023-11-20,18.03,ACH,REF-808159,
PAY-00000375,PAY-00000375,INV-00000619,2024-03-21,11.93,ACH,REF-601521,
PAY-00000376,PAY-00000376,INV-00000620,2023-09-24,34.3,Cash,REF-150317,
PAY-00000377,PAY-00000377,INV-00000622,2024-02-07,1575.2,Cash,REF-679367,
PAY-00000378,PAY-00000378,INV-00000623,2024-12-27,642.45,Wire Transfer,REF-449775,
PAY-00000379,PAY-00000379,INV-00000624,2024-12-01,492.5,Cash,REF-349766,
PAY-00000380,PAY-00000380,INV-00000625,2024-08-31,3510.5,ACH,REF-483981,
PAY-00000381,PAY-00000381,INV-00000626,2025-04-19,45.45,Check,REF-143270,
PAY-00000382,PAY-00000382,INV-00000628,2024-08-12,593.49,Cash,REF-934720,
PAY-00000383,PAY-00000383,INV-00000629,2025-03-20,1588.37,Wire Transfer,REF-320567,
PAY-00000384,PAY-00000384,INV-00000630,2025-04-20,176.99,ACH,REF-205545,
PAY-00000385,PAY-00000385,INV-00000631,2023-10-21,264.32,ACH,REF-102265,
PAY-00000386,PAY-00000386,INV-00000633,2024-09-17,364.23,Credit Card,REF-589787,
PAY-00000387,PAY-00000387,INV-00000634,2024-02-11,280.08,ACH,REF-551876,
PAY-00000388,PAY-00000388,INV-00000635,2025-03-02,81.91,Check,REF-212292,
PAY-00000389,PAY-00000389,INV-00000636,2024-04-27,20.61,Cash,REF-242056,
PAY-00000390,PAY-00000390,INV-00000639,2025-03-31,525.1,Wire Transfer,REF-446968,
PAY-00000391,PAY-00000391,INV-00000640,2024-03-01,40.44,Check,REF-951653,
PAY-00000392,PAY-00000392,INV-00000641,2025-05-01,24.53,Check,REF-542705,
PAY-00000393,PAY-00000393,INV-00000645,2023-11-07,1884.8,Credit Card,REF-751974,
PAY-00000394,PAY-00000394,INV-00000646,2024-04-23,10.56,ACH,REF-556156,
PAY-00000395,PAY-00000395,INV-00000651,2025-03-14,818.49,Check,REF-777632,
PAY-00000396,PAY-00000396,INV-00000655,2024-12-05,570.5,Check,REF-986818,
PAY-00000397,PAY-00000397,INV-00000657,2025-01-30,29.95,Wire Transfer,REF-288869,
PAY-00000398,PAY-00000398,INV-00000658,2024-10-22,218.7,Cash,REF-607220,
PAY-00000399,PAY-00000399,INV-00000659,2025-04-12,9.17,Check,REF-962523,
PAY-00000400,PAY-00000400,INV-00000660,2025-02-18,177.36,Credit Card,REF-708413,
PAY-00000401,PAY-00000401,INV-00000661,2023-07-24,3155.4,ACH,REF-750243,
PAY-00000402,PAY-00000402,INV-00000662,2025-06-12,375.75,Wire Transfer,REF-346557,
PAY-00000403,PAY-00000403,INV-00000664,2023-12-03,169.12,Cash,REF-906089,
PAY-00000404,PAY-00000404,INV-00000665,2025-05-25,468.55,Wire Transfer,REF-525290,
PAY-00000405,PAY-00000405,INV-00000666,2024-01-12,489.3,Wire Transfer,REF-673163,
PAY-00000406,PAY-00000406,INV-00000668,2025-07-10,7.52,Cash,REF-851162,
PAY-00000407,PAY-00000407,INV-00000669,2023-09-21,256.3,Check,REF-893144,
PAY-00000408,PAY-00000408,INV-00000672,2023-10-19,98.65,Wire Transfer,REF-875161,
PAY-00000409,PAY-00000409,INV-00000674,2023-09-24,1794.61,Credit Card,REF-299623,
PAY-00000410,PAY-00000410,INV-00000681,2024-08-16,21.65,Check,REF-280303,
PAY-00000411,PAY-00000411,INV-00000682,2025-03-25,85.66,ACH,REF-141158,
PAY-00000412,PAY-00000412,INV-00000683,2024-07-09,62.63,Credit Card,REF-238738,
PAY-00000413,PAY-00000413,INV-00000684,2024-11-25,11.41,ACH,REF-946740,
PAY-00000414,PAY-00000414,INV-00000685,2024-01-21,932.2,Check,REF-472190,
PAY-00000415,PAY-00000415,INV-00000687,2023-12-01,979.5,Credit Card,REF-869009,
PAY-00000416,PAY-00000416,INV-00000689,2024-06-27,138.5,Check,REF-587319,
PAY-00000417,PAY-00000417,INV-00000690,2025-04-01,13.46,Wire Transfer,REF-198743,
PAY-00000418,PAY-00000418,INV-00000691,2025-05-29,3666.5,Wire Transfer,REF-911528,
PAY-00000419,PAY-00000419,INV-00000695,2025-06-01,337.5,Cash,REF-182751,
PAY-00000420,PAY-00000420,INV-00000696,2023-12-17,96.46,Check,REF-977591,
PAY-00000421,PAY-00000421,INV-00000697,2024-11-01,2465.5,ACH,REF-568130,
PAY-00000422,PAY-00000422,INV-00000699,2024-06-14,1165.1,Wire Transfer,REF-142400,
PAY-00000423,PAY-00000423,INV-00000700,2024-12-13,799.2,Wire Transfer,REF-831242,
PAY-00000424,PAY-00000424,INV-00000701,2024-10-16,1541.25,Credit Card,REF-481537,
PAY-00000425,PAY-00000425,INV-00000702,2024-07-07,465.5,Wire Transfer,REF-153619,
PAY-00000426,PAY-00000426,INV-00000704,2024-04-30,121.22,Credit Card,REF-380345,
PAY-00000427,PAY-00000427,INV-00000706,2024-12-30,90.34,Cash,REF-406901,
PAY-00000428,PAY-00000428,INV-00000707,2023-08-13,11197.38,Wire Transfer,REF-114578,
PAY-00000429,PAY-00000429,INV-00000710,2024-10-09,943.25,Wire Transfer,REF-193612,
PAY-00000430,PAY-00000430,INV-00000711,2023-08-05,67.85,Cash,REF-395206,
PAY-00000431,PAY-00000431,INV-00000713,2025-06-23,8.34,Credit Card,REF-812983,
PAY-00000432,PAY-00000432,INV-00000715,2023-09-04,485.08,Wire Transfer,REF-452545,
PAY-00000433,PAY-00000433,INV-00000716,2024-05-26,26.36,Wire Transfer,REF-699380,
PAY-00000434,PAY-00000434,INV-00000717,2024-09-17,196.59,Check,REF-447524,
PAY-00000435,PAY-00000435,INV-00000718,2024-04-11,88.41,Check,REF-188860,
PAY-00000436,PAY-00000436,INV-00000719,2024-11-03,340.78,Check,REF-407451,
PAY-00000437,PAY-00000437,INV-00000727,2023-08-08,1484.99,Wire Transfer,REF-349290,
PAY-00000438,PAY-00000438,INV-00000729,2024-08-16,136.85,Cash,REF-987349,
PAY-00000439,PAY-00000439,INV-00000731,2024-05-10,21.6,Wire Transfer,REF-581264,
PAY-00000440,PAY-00000440,INV-00000732,2025-03-31,795.65,Cash,REF-811789,
PAY-00000441,PAY-00000441,INV-00000733,2025-06-15,897.8,ACH,REF-687411,
PAY-00000442,PAY-00000442,INV-00000735,2024-06-20,27.36,ACH,REF-919238,
PAY-00000443,PAY-00000443,INV-00000737,2024-04-20,37.16,Cash,REF-515596,
PAY-00000444,PAY-00000444,INV-00000738,2024-02-04,31.87,Check,REF-645295,
PAY-00000445,PAY-00000445,INV-00000739,2023-11-27,2468.49,Check,REF-911023,
PAY-00000446,PAY-00000446,INV-00000740,2024-08-17,45.05,Credit Card,REF-812157,
PAY-00000447,PAY-00000447,INV-00000741,2025-08-12,1466.6,Wire Transfer,REF-851520,
PAY-00000448,PAY-00000448,INV-00000742,2025-03-19,3956.0,ACH,REF-339368,
PAY-00000449,PAY-00000449,INV-00000743,2025-08-08,51.0,Check,REF-174013,
PAY-00000450,PAY-00000450,INV-00000744,2024-02-10,3049.0,Credit Card,REF-701202,
PAY-00000451,PAY-00000451,INV-00000748,2024-01-02,38.15,ACH,REF-891265,
PAY-00000452,PAY-00000452,INV-00000750,2025-05-14,201.0,ACH,REF-155553,
PAY-00000453,PAY-00000453,INV-00000751,2024-08-10,195.54,Credit Card,REF-681946,
PAY-00000454,PAY-00000454,INV-00000753,2023-10-13,114.95,ACH,REF-826400,
PAY-00000455,PAY-00000455,INV-00000755,2025-03-23,126.13,Credit Card,REF-921788,
PAY-00000456,PAY-00000456,INV-00000756,2024-01-02,610.43,Credit Card,REF-487054,
PAY-00000457,PAY-00000457,INV-00000757,2024-10-24,564.56,Wire Transfer,REF-632678,
PAY-00000458,PAY-00000458,INV-00000759,2025-02-17,66.07,ACH,REF-257728,
PAY-00000459,PAY-00000459,INV-00000761,2025-04-24,570.5,Check,REF-317993,
PAY-00000460,PAY-00000460,INV-00000763,2024-09-21,60.32,Cash,REF-792887,
PAY-00000461,PAY-00000461,INV-00000764,2024-07-04,10.42,Check,REF-329262,
PAY-00000462,PAY-00000462,INV-00000766,2024-03-31,747.53,Cash,REF-159384,
PAY-00000463,PAY-00000463,INV-00000771,2024-04-17,243.25,Credit Card,REF-548595,
PAY-00000464,PAY-00000464,INV-00000773,2023-09-23,481.52,Wire Transfer,REF-945938,
PAY-00000465,PAY-00000465,INV-00000774,2025-05-10,309.39,Check,REF-201011,
PAY-00000466,PAY-00000466,INV-00000775,2025-04-28,2861.09,ACH,REF-668707,
PAY-00000467,PAY-00000467,INV-00000776,2025-05-02,741.5,Wire Transfer,REF-947651,
PAY-00000468,PAY-00000468,INV-00000777,2023-11-18,2498.0,Wire Transfer,REF-828838,
PAY-00000469,PAY-00000469,INV-00000779,2025-05-01,599.81,Credit Card,REF-673560,
PAY-00000470,PAY-00000470,INV-00000780,2025-04-25,2576.7,Cash,REF-478616,
PAY-00000471,PAY-00000471,INV-00000781,2023-10-01,1609.6,Wire Transfer,REF-229448,
PAY-00000472,PAY-00000472,INV-00000782,2025-04-30,182.7,Cash,REF-725150,
PAY-00000473,PAY-00000473,INV-00000783,2023-11-14,175.9,Check,REF-951666,
PAY-00000474,PAY-00000474,INV-00000784,2024-04-26,14.04,Cash,REF-713193,
PAY-00000475,PAY-00000475,INV-00000785,2023-10-18,299.91,Wire Transfer,REF-705103,
PAY-00000476,PAY-00000476,INV-00000786,2024-02-03,7.72,ACH,REF-576594,
PAY-00000477,PAY-00000477,INV-00000787,2024-05-24,3956.0,ACH,REF-241993,
PAY-00000478,PAY-00000478,INV-00000789,2024-12-12,190.92,Wire Transfer,REF-395166,
PAY-00000479,PAY-00000479,INV-00000792,2025-08-17,685.8,Wire Transfer,REF-900091,
PAY-00000480,PAY-00000480,INV-00000793,2024-12-03,187.95,Cash,REF-896808,
PAY-00000481,PAY-00000481,INV-00000796,2024-03-07,708.08,Cash,REF-710211,
PAY-00000482,PAY-00000482,INV-00000797,2025-04-16,6144.29,ACH,REF-560411,
PAY-00000483,PAY-00000483,INV-00000799,2024-03-18,869.0,Cash,REF-552754,
PAY-00000484,PAY-00000484,INV-00000800,2025-01-04,449.78,Credit Card,REF-759116,
PAY-00000485,PAY-00000485,INV-00000801,2024-08-30,5014.0,ACH,REF-614671,
PAY-00000486,PAY-00000486,INV-00000803,2023-12-25,659.2,Check,REF-416521,
PAY-00000487,PAY-00000487,INV-00000805,2024-02-11,471.2,Wire Transfer,REF-486067,
PAY-00000488,PAY-00000488,INV-00000807,2023-12-28,56.2,Wire Transfer,REF-260047,
PAY-00000489,PAY-00000489,INV-00000808,2024-06-02,102.28,Credit Card,REF-441133,
PAY-00000490,PAY-00000490,INV-00000809,2025-04-03,29.35,Check,REF-117287,
PAY-00000491,PAY-00000491,INV-00000811,2023-10-28,254.62,Wire Transfer,REF-673347,
PAY-00000492,PAY-00000492,INV-00000812,2024-08-04,1197.75,Check,REF-107102,
PAY-00000493,PAY-00000493,INV-00000813,2025-04-10,86.18,Cash,REF-762105,
PAY-00000494,PAY-00000494,INV-00000814,2023-08-26,1166.45,Wire Transfer,REF-322788,
PAY-00000495,PAY-00000495,INV-00000816,2025-01-06,11.21,Wire Transfer,REF-541230,
PAY-00000496,PAY-00000496,INV-00000817,2024-01-10,120.65,Check,REF-577812,
PAY-00000497,PAY-00000497,INV-00000821,2023-10-14,435.03,Check,REF-240243,
PAY-00000498,PAY-00000498,INV-00000822,2024-01-09,27.68,Wire Transfer,REF-454361,
PAY-00000499,PAY-00000499,INV-00000824,2023-12-30,309.75,Check,REF-756647,
PAY-00000500,PAY-00000500,INV-00000826,2023-09-15,451.6,Check,REF-661824,
PAY-00000501,PAY-00000501,INV-00000827,2025-05-31,212.85,Check,REF-985538,
PAY-00000502,PAY-00000502,INV-00000828,2025-02-19,93.71,Wire Transfer,REF-150492,
PAY-00000503,PAY-00000503,INV-00000829,2025-03-16,193.03,Wire Transfer,REF-278205,
PAY-00000504,PAY-00000504,INV-00000830,2025-06-19,335.61,ACH,REF-132575,
PAY-00000505,PAY-00000505,INV-00000832,2024-07-12,23.2,Credit Card,REF-216628,
PAY-00000506,PAY-00000506,INV-00000833,2024-01-30,27.86,Wire Transfer,REF-734763,
PAY-00000507,PAY-00000507,INV-00000834,2024-12-05,147.5,Credit Card,REF-337841,
PAY-00000508,PAY-00000508,INV-00000836,2024-07-11,465.3,ACH,REF-900068,
PAY-00000509,PAY-00000509,INV-00000840,2023-08-28,125.7,ACH,REF-650486,
PAY-00000510,PAY-00000510,INV-00000841,2024-07-24,58.89,ACH,REF-918117,
PAY-00000511,PAY-00000511,INV-00000842,2023-10-11,642.0,Check,REF-752312,
PAY-00000512,PAY-00000512,INV-00000845,2024-01-13,3667.0,Wire Transfer,REF-161859,
PAY-00000513,PAY-00000513,INV-00000846,2025-02-04,401.67,Check,REF-345315,
PAY-00000514,PAY-00000514,INV-00000850,2024-09-19,2076.0,Wire Transfer,REF-345447,
PAY-00000515,PAY-00000515,INV-00000851,2023-11-17,1672.3,Cash,REF-117843,
PAY-00000516,PAY-00000516,INV-00000855,2025-02-22,811.14,Credit Card,REF-410251,
PAY-00000517,PAY-00000517,INV-00000856,2023-12-19,71.4,Cash,REF-549316,
PAY-00000518,PAY-00000518,INV-00000857,2025-03-05,5310.6,Wire Transfer,REF-211107,
PAY-00000519,PAY-00000519,INV-00000858,2024-04-02,417.04,Credit Card,REF-486599,
PAY-00000520,PAY-00000520,INV-00000861,2025-01-07,44.8,Credit Card,REF-938965,
PAY-00000521,PAY-00000521,INV-00000862,2024-07-21,42.8,Cash,REF-558332,
PAY-00000522,PAY-00000522,INV-00000863,2023-09-26,149.31,Credit Card,REF-824891,
PAY-00000523,PAY-00000523,INV-00000865,2024-09-28,4148.0,Credit Card,REF-442888,
PAY-00000524,PAY-00000524,INV-00000870,2024-04-09,493.2,Cash,REF-571242,
PAY-00000525,PAY-00000525,INV-00000873,2024-04-26,1032.03,Check,REF-166784,
PAY-00000526,PAY-00000526,INV-00000875,2023-12-31,145.3,Wire Transfer,REF-870471,
PAY-00000527,PAY-00000527,INV-00000877,2025-05-13,106.2,Credit Card,REF-777683,
PAY-00000528,PAY-00000528,INV-00000878,2024-09-10,141.9,Wire Transfer,REF-945588,
PAY-00000529,PAY-00000529,INV-00000879,2024-09-27,95.6,Check,REF-163041,
PAY-00000530,PAY-00000530,INV-00000884,2025-04-09,936.99,ACH,REF-390202,
PAY-00000531,PAY-00000531,INV-00000886,2025-02-24,66.22,Wire Transfer,REF-798694,
PAY-00000532,PAY-00000532,INV-00000887,2024-11-25,20.5,ACH,REF-949605,
PAY-00000533,PAY-00000533,INV-00000889,2024-08-04,63.02,Cash,REF-325564,
PAY-00000534,PAY-00000534,INV-00000894,2025-04-06,8.45,Check,REF-683882,
PAY-00000535,PAY-00000535,INV-00000895,2023-07-17,554.5,Check,REF-153252,
PAY-00000536,PAY-00000536,INV-00000898,2023-11-26,71.66,ACH,REF-220962,
PAY-00000537,PAY-00000537,INV-00000900,2025-01-17,53.84,Check,REF-579366,
PAY-00000538,PAY-00000538,INV-00000901,2024-09-17,42.01,Wire Transfer,REF-497821,
PAY-00000539,PAY-00000539,INV-00000902,2023-11-09,1498.31,Credit Card,REF-634711,
PAY-00000540,PAY-00000540,INV-00000904,2023-10-22,30.35,Cash,REF-146641,
PAY-00000541,PAY-00000541,INV-00000907,2025-01-04,84.2,ACH,REF-702894,
PAY-00000542,PAY-00000542,INV-00000908,2024-03-31,6105.0,Check,REF-776070,
PAY-00000543,PAY-00000543,INV-00000909,2024-10-02,2964.99,Check,REF-838291,
PAY-00000544,PAY-00000544,INV-00000910,2025-02-11,474.25,Credit Card,REF-812763,
PAY-00000545,PAY-00000545,INV-00000912,2025-02-26,2423.9,Check,REF-480455,
PAY-00000546,PAY-00000546,INV-00000913,2024-06-16,113.42,Cash,REF-779414,
PAY-00000547,PAY-00000547,INV-00000916,2024-04-08,35.63,ACH,REF-113072,
PAY-00000548,PAY-00000548,INV-00000918,2024-12-28,1433.2,ACH,REF-720848,
PAY-00000549,PAY-00000549,INV-00000920,2024-04-20,494.25,Check,REF-113684,
PAY-00000550,PAY-00000550,INV-00000921,2025-04-29,244.6,Credit Card,REF-997757,
PAY-00000551,PAY-00000551,INV-00000922,2023-11-04,403.5,Wire Transfer,REF-837870,
PAY-00000552,PAY-00000552,INV-00000923,2024-03-21,39.08,Wire Transfer,REF-730564,
PAY-00000553,PAY-00000553,INV-00000924,2023-12-06,460.9,Credit Card,REF-542071,
PAY-00000554,PAY-00000554,INV-00000925,2025-02-03,26.86,Cash,REF-706021,
PAY-00000555,PAY-00000555,INV-00000926,2023-09-19,123.55,Check,REF-374848,
PAY-00000556,PAY-00000556,INV-00000927,2024-11-12,61.65,ACH,REF-874666,
PAY-00000557,PAY-00000557,INV-00000929,2025-07-26,420.63,Wire Transfer,REF-138657,
PAY-00000558,PAY-00000558,INV-00000930,2025-04-12,842.25,Wire Transfer,REF-459011,
PAY-00000559,PAY-00000559,INV-00000931,2025-03-12,1432.3,Check,REF-838103,
PAY-00000560,PAY-00000560,INV-00000932,2024-01-30,416.2,Wire Transfer,REF-757923,
PAY-00000561,PAY-00000561,INV-00000935,2024-04-15,1169.43,ACH,REF-675527,
PAY-00000562,PAY-00000562,INV-00000936,2025-06-08,254.8,Credit Card,REF-430977,
PAY-00000563,PAY-00000563,INV-00000937,2024-03-25,509.1,Cash,REF-150853,
PAY-00000564,PAY-00000564,INV-00000940,2023-09-22,62.54,Cash,REF-188646,
PAY-00000565,PAY-00000565,INV-00000945,2024-07-05,77.26,Check,REF-572867,
PAY-00000566,PAY-00000566,INV-00000946,2024-03-06,6.23,Check,REF-672213,
PAY-00000567,PAY-00000567,INV-00000947,2025-05-16,49.2,Cash,REF-720683,
PAY-00000568,PAY-00000568,INV-00000949,2024-12-04,2275.0,Credit Card,REF-107385,
PAY-00000569,PAY-00000569,INV-00000953,2024-05-08,83.4,Credit Card,REF-390389,
PAY-00000570,PAY-00000570,INV-00000954,2024-01-08,4157.5,ACH,REF-643361,
PAY-00000571,PAY-00000571,INV-00000955,2024-12-18,41.2,Cash,REF-666533,
PAY-00000572,PAY-00000572,INV-00000958,2025-05-03,68.44,ACH,REF-679548,
PAY-00000573,PAY-00000573,INV-00000960,2023-11-27,21.2,Check,REF-235886,
PAY-00000574,PAY-00000574,INV-00000961,2025-04-27,9.22,Check,REF-186092,
PAY-00000575,PAY-00000575,INV-00000963,2024-01-20,929.46,Check,REF-224733,
PAY-00000576,PAY-00000576,INV-00000964,2024-03-27,969.34,Credit Card,REF-863340,
PAY-00000577,PAY-00000577,INV-00000965,2023-12-31,1911.0,ACH,REF-681786,
PAY-00000578,PAY-00000578,INV-00000966,2023-12-12,35.06,ACH,REF-305362,
PAY-00000579,PAY-00000579,INV-00000968,2025-01-01,45.13,Credit Card,REF-667428,
PAY-00000580,PAY-00000580,INV-00000970,2024-01-08,78.45,Credit Card,REF-678123,
PAY-00000581,PAY-00000581,INV-00000971,2023-09-18,165.5,Cash,REF-119255,
PAY-00000582,PAY-00000582,INV-00000972,2023-11-06,295.95,Cash,REF-656642,
PAY-00000583,PAY-00000583,INV-00000974,2025-06-09,85.14,Check,REF-584733,
PAY-00000584,PAY-00000584,INV-00000975,2023-10-31,1228.65,Cash,REF-482517,
PAY-00000585,PAY-00000585,INV-00000977,2023-11-08,6.08,Credit Card,REF-188511,
PAY-00000586,PAY-00000586,INV-00000978,2024-12-31,82.96,Check,REF-334430,
