receipt_id,receipt_number,po_id,receipt_date,quantity_received,warehouse_id,quality_check_passed,notes
GR-00000367,GR-00000367,PO-00000307,2024-01-08,25,WH-001,1,
GR-00000368,GR-00000368,PO-00000308,2024-01-18,10,WH-002,1,
GR-00000369,GR-00000369,PO-00000310,2024-08-03,10,WH-001,1,
GR-00000370,GR-00000370,PO-00000311,2023-10-05,12,WH-003,1,
GR-00000371,GR-00000371,PO-00000311,2023-10-05,6,WH-002,1,
GR-00000372,GR-00000372,PO-00000311,2023-10-07,7,WH-003,0,
GR-00000373,GR-00000373,PO-00000312,2024-07-11,20,WH-001,1,
GR-00000374,GR-00000374,PO-00000313,2024-11-14,25,WH-002,0,
GR-00000375,GR-00000375,PO-00000314,2023-11-12,10,WH-001,1,
GR-00000376,GR-00000376,PO-00000315,2024-10-03,50,WH-002,0,
GR-00000377,GR-00000377,PO-00000316,2023-11-10,150,WH-002,1,
GR-00000378,GR-00000378,PO-00000317,2025-04-07,23,WH-002,1,
GR-00000379,GR-00000379,PO-00000317,2025-04-06,19,WH-003,1,
GR-00000380,GR-00000380,PO-00000317,2025-04-02,33,WH-002,1,
GR-00000381,GR-00000381,PO-00000318,2025-01-18,25,WH-003,1,
GR-00000382,GR-00000382,PO-00000321,2024-09-01,6,WH-003,1,
GR-00000383,GR-00000383,PO-00000321,2024-09-05,4,WH-002,1,
GR-00000384,GR-00000384,PO-00000321,2024-08-31,15,WH-002,1,
GR-00000385,GR-00000385,PO-00000322,2024-04-19,20,WH-002,1,
GR-00000386,GR-00000386,PO-00000323,2024-10-09,100,WH-003,1,
GR-00000387,GR-00000387,PO-00000324,2025-05-26,25,WH-001,1,
GR-00000388,GR-00000388,PO-00000325,2024-03-16,200,WH-003,1,
GR-00000389,GR-00000389,PO-00000328,2025-02-05,25,WH-001,1,
GR-00000390,GR-00000390,PO-00000328,2025-02-08,8,WH-002,1,
GR-00000391,GR-00000391,PO-00000328,2025-02-05,42,WH-003,1,
GR-00000392,GR-00000392,PO-00000329,2023-12-24,25,WH-001,0,
GR-00000393,GR-00000393,PO-00000330,2023-10-05,20,WH-002,0,
GR-00000394,GR-00000394,PO-00000331,2024-03-26,9,WH-002,1,
GR-00000395,GR-00000395,PO-00000331,2024-03-22,91,WH-001,1,
GR-00000396,GR-00000396,PO-00000333,2025-05-15,100,WH-001,1,
GR-00000397,GR-00000397,PO-00000334,2024-01-22,10,WH-001,1,
GR-00000398,GR-00000398,PO-00000335,2024-04-16,200,WH-001,1,
GR-00000399,GR-00000399,PO-00000337,2024-02-28,150,WH-002,1,
GR-00000400,GR-00000400,PO-00000338,2025-06-05,4,WH-002,1,
GR-00000401,GR-00000401,PO-00000338,2025-06-03,196,WH-001,1,
GR-00000402,GR-00000402,PO-00000339,2024-01-25,31,WH-003,1,
GR-00000403,GR-00000403,PO-00000339,2024-01-25,69,WH-003,1,
GR-00000404,GR-00000404,PO-00000340,2024-01-09,10,WH-003,1,
GR-00000405,GR-00000405,PO-00000342,2025-02-17,20,WH-002,1,
GR-00000406,GR-00000406,PO-00000344,2024-06-07,150,WH-003,1,
GR-00000407,GR-00000407,PO-00000345,2024-12-03,5,WH-001,1,
GR-00000408,GR-00000408,PO-00000345,2024-12-09,95,WH-002,1,
GR-00000409,GR-00000409,PO-00000346,2023-09-03,80,WH-002,1,
GR-00000410,GR-00000410,PO-00000346,2023-09-04,120,WH-002,1,
GR-00000411,GR-00000411,PO-00000347,2024-03-07,20,WH-002,1,
GR-00000412,GR-00000412,PO-00000348,2023-12-04,29,WH-001,1,
GR-00000413,GR-00000413,PO-00000348,2023-12-07,19,WH-002,1,
GR-00000414,GR-00000414,PO-00000348,2023-12-10,52,WH-002,1,
GR-00000415,GR-00000415,PO-00000349,2025-04-08,150,WH-001,1,
GR-00000416,GR-00000416,PO-00000350,2023-12-10,8,WH-001,1,
GR-00000417,GR-00000417,PO-00000350,2023-12-05,12,WH-001,0,
GR-00000418,GR-00000418,PO-00000351,2024-05-17,200,WH-003,1,
GR-00000419,GR-00000419,PO-00000353,2025-02-26,25,WH-001,1,
GR-00000420,GR-00000420,PO-00000355,2024-04-18,150,WH-001,1,
GR-00000421,GR-00000421,PO-00000356,2023-11-05,10,WH-002,0,
GR-00000422,GR-00000422,PO-00000357,2024-11-24,20,WH-002,1,
GR-00000423,GR-00000423,PO-00000357,2024-11-21,30,WH-002,1,
GR-00000424,GR-00000424,PO-00000358,2023-11-05,20,WH-001,1,
GR-00000425,GR-00000425,PO-00000359,2025-04-13,20,WH-003,1,
GR-00000426,GR-00000426,PO-00000360,2023-12-27,200,WH-001,1,
GR-00000427,GR-00000427,PO-00000363,2024-01-09,75,WH-001,1,
GR-00000428,GR-00000428,PO-00000364,2024-10-26,75,WH-002,1,
GR-00000429,GR-00000429,PO-00000366,2024-09-25,50,WH-002,1,
GR-00000430,GR-00000430,PO-00000367,2025-02-22,100,WH-001,1,
GR-00000431,GR-00000431,PO-00000368,2024-06-08,25,WH-002,1,
GR-00000432,GR-00000432,PO-00000369,2023-11-19,200,WH-002,1,
GR-00000433,GR-00000433,PO-00000370,2025-02-23,27,WH-001,1,
GR-00000434,GR-00000434,PO-00000370,2025-02-23,173,WH-003,1,
GR-00000435,GR-00000435,PO-00000373,2024-11-01,200,WH-003,1,
GR-00000436,GR-00000436,PO-00000374,2024-01-20,100,WH-002,1,
GR-00000437,GR-00000437,PO-00000375,2024-08-21,25,WH-002,1,
GR-00000438,GR-00000438,PO-00000376,2023-10-31,20,WH-001,1,
GR-00000439,GR-00000439,PO-00000377,2024-12-29,5,WH-003,1,
GR-00000440,GR-00000440,PO-00000377,2024-12-24,15,WH-002,1,
GR-00000441,GR-00000441,PO-00000378,2024-11-03,50,WH-001,1,
GR-00000442,GR-00000442,PO-00000380,2024-08-01,150,WH-002,1,
GR-00000443,GR-00000443,PO-00000381,2024-09-30,30,WH-001,1,
GR-00000444,GR-00000444,PO-00000381,2024-09-30,45,WH-002,1,
GR-00000445,GR-00000445,PO-00000382,2024-08-15,10,WH-003,1,
GR-00000446,GR-00000446,PO-00000383,2024-08-27,150,WH-002,1,
GR-00000447,GR-00000447,PO-00000385,2024-10-03,100,WH-003,1,
GR-00000448,GR-00000448,PO-00000386,2025-04-16,150,WH-002,1,
GR-00000449,GR-00000449,PO-00000387,2023-08-13,50,WH-003,1,
GR-00000450,GR-00000450,PO-00000388,2023-09-04,20,WH-003,1,
GR-00000451,GR-00000451,PO-00000389,2024-03-01,25,WH-002,1,
GR-00000452,GR-00000452,PO-00000391,2025-03-15,20,WH-002,1,
GR-00000453,GR-00000453,PO-00000392,2024-07-27,6,WH-003,1,
GR-00000454,GR-00000454,PO-00000392,2024-07-28,14,WH-003,1,
GR-00000455,GR-00000455,PO-00000393,2025-04-18,8,WH-002,1,
GR-00000456,GR-00000456,PO-00000393,2025-04-21,142,WH-002,1,
GR-00000457,GR-00000457,PO-00000394,2024-01-15,200,WH-001,0,
GR-00000458,GR-00000458,PO-00000396,2024-03-20,25,WH-001,1,
GR-00000459,GR-00000459,PO-00000398,2023-11-21,25,WH-002,1,
GR-00000460,GR-00000460,PO-00000399,2025-05-22,100,WH-001,1,
GR-00000461,GR-00000461,PO-00000400,2024-03-29,150,WH-002,1,
GR-00000462,GR-00000462,PO-00000401,2025-03-09,20,WH-001,1,
GR-00000463,GR-00000463,PO-00000402,2024-10-09,150,WH-003,1,
GR-00000464,GR-00000464,PO-00000403,2025-02-15,14,WH-002,1,
GR-00000465,GR-00000465,PO-00000403,2025-02-16,136,WH-002,1,
GR-00000466,GR-00000466,PO-00000404,2024-04-18,10,WH-002,1,
GR-00000467,GR-00000467,PO-00000405,2024-06-23,20,WH-002,1,
GR-00000468,GR-00000468,PO-00000406,2024-07-25,50,WH-003,1,
GR-00000469,GR-00000469,PO-00000407,2024-02-28,10,WH-001,1,
GR-00000470,GR-00000470,PO-00000408,2025-03-19,20,WH-002,1,
GR-00000471,GR-00000471,PO-00000409,2025-05-20,20,WH-001,1,
GR-00000472,GR-00000472,PO-00000410,2024-12-09,50,WH-003,1,
GR-00000473,GR-00000473,PO-00000411,2025-03-26,20,WH-002,1,
GR-00000474,GR-00000474,PO-00000413,2025-01-13,150,WH-002,1,
GR-00000475,GR-00000475,PO-00000414,2024-10-04,20,WH-001,0,
GR-00000476,GR-00000476,PO-00000415,2024-06-13,74,WH-002,1,
GR-00000477,GR-00000477,PO-00000415,2024-06-17,13,WH-001,1,
GR-00000478,GR-00000478,PO-00000415,2024-06-16,63,WH-001,1,
GR-00000479,GR-00000479,PO-00000417,2023-07-27,50,WH-003,1,
GR-00000480,GR-00000480,PO-00000419,2023-08-30,10,WH-003,1,
GR-00000481,GR-00000481,PO-00000420,2024-08-07,100,WH-003,1,
GR-00000482,GR-00000482,PO-00000422,2025-01-16,200,WH-001,1,
GR-00000483,GR-00000483,PO-00000423,2024-11-23,75,WH-001,1,
GR-00000484,GR-00000484,PO-00000424,2024-04-06,3,WH-003,1,
GR-00000485,GR-00000485,PO-00000424,2024-04-04,97,WH-003,1,
GR-00000486,GR-00000486,PO-00000425,2023-09-11,20,WH-002,1,
GR-00000487,GR-00000487,PO-00000426,2024-06-29,5,WH-001,1,
GR-00000488,GR-00000488,PO-00000426,2024-06-30,45,WH-001,1,
GR-00000489,GR-00000489,PO-00000428,2025-04-23,41,WH-003,1,
GR-00000490,GR-00000490,PO-00000428,2025-04-27,109,WH-001,1,
GR-00000491,GR-00000491,PO-00000429,2024-06-02,75,WH-003,1,
GR-00000492,GR-00000492,PO-00000430,2024-11-04,20,WH-003,1,
GR-00000493,GR-00000493,PO-00000431,2023-11-29,200,WH-001,1,
GR-00000494,GR-00000494,PO-00000432,2024-12-20,37,WH-001,1,
GR-00000495,GR-00000495,PO-00000432,2024-12-19,113,WH-002,1,
GR-00000496,GR-00000496,PO-00000433,2024-09-26,10,WH-002,1,
GR-00000497,GR-00000497,PO-00000434,2023-11-22,77,WH-002,1,
GR-00000498,GR-00000498,PO-00000434,2023-11-17,37,WH-003,1,
GR-00000499,GR-00000499,PO-00000434,2023-11-18,86,WH-001,1,
GR-00000500,GR-00000500,PO-00000435,2023-08-25,50,WH-002,1,
GR-00000501,GR-00000501,PO-00000436,2025-05-04,31,WH-003,1,
GR-00000502,GR-00000502,PO-00000436,2025-05-03,7,WH-003,1,
GR-00000503,GR-00000503,PO-00000436,2025-04-29,37,WH-001,1,
GR-00000504,GR-00000504,PO-00000437,2024-04-22,50,WH-001,1,
GR-00000505,GR-00000505,PO-00000438,2023-10-25,75,WH-003,1,
GR-00000506,GR-00000506,PO-00000439,2025-06-09,6,WH-001,1,
GR-00000507,GR-00000507,PO-00000439,2025-06-08,11,WH-002,1,
GR-00000508,GR-00000508,PO-00000439,2025-06-12,33,WH-001,1,
GR-00000509,GR-00000509,PO-00000440,2025-05-28,25,WH-002,1,
GR-00000510,GR-00000510,PO-00000441,2023-08-15,20,WH-003,1,
GR-00000511,GR-00000511,PO-00000442,2024-11-03,200,WH-001,1,
GR-00000512,GR-00000512,PO-00000443,2023-12-25,14,WH-002,1,
GR-00000513,GR-00000513,PO-00000443,2023-12-27,36,WH-002,1,
GR-00000514,GR-00000514,PO-00000444,2024-07-29,100,WH-001,1,
GR-00000515,GR-00000515,PO-00000445,2024-07-22,200,WH-001,1,
GR-00000516,GR-00000516,PO-00000446,2024-09-08,3,WH-002,1,
GR-00000517,GR-00000517,PO-00000446,2024-09-06,7,WH-003,1,
GR-00000518,GR-00000518,PO-00000447,2024-09-29,3,WH-003,1,
GR-00000519,GR-00000519,PO-00000447,2024-09-26,7,WH-001,0,
GR-00000520,GR-00000520,PO-00000448,2025-05-08,6,WH-002,1,
GR-00000521,GR-00000521,PO-00000448,2025-05-11,14,WH-001,1,
GR-00000522,GR-00000522,PO-00000449,2024-07-17,75,WH-002,1,
GR-00000523,GR-00000523,PO-00000450,2025-03-08,75,WH-002,1,
GR-00000524,GR-00000524,PO-00000452,2024-05-15,6,WH-001,1,
GR-00000525,GR-00000525,PO-00000452,2024-05-21,19,WH-001,1,
GR-00000526,GR-00000526,PO-00000453,2024-05-03,75,WH-002,1,
GR-00000527,GR-00000527,PO-00000454,2023-07-20,10,WH-002,1,
GR-00000528,GR-00000528,PO-00000455,2024-05-07,25,WH-001,1,
GR-00000529,GR-00000529,PO-00000456,2024-02-04,75,WH-002,1,
GR-00000530,GR-00000530,PO-00000457,2024-07-22,2,WH-001,1,
GR-00000531,GR-00000531,PO-00000457,2024-07-19,8,WH-003,1,
GR-00000532,GR-00000532,PO-00000458,2024-06-11,20,WH-002,1,
GR-00000533,GR-00000533,PO-00000459,2024-02-05,25,WH-003,1,
GR-00000534,GR-00000534,PO-00000460,2025-04-30,20,WH-003,1,
GR-00000535,GR-00000535,PO-00000461,2024-10-28,20,WH-001,1,
GR-00000536,GR-00000536,PO-00000462,2024-09-08,19,WH-001,1,
GR-00000537,GR-00000537,PO-00000462,2024-09-06,131,WH-003,1,
GR-00000538,GR-00000538,PO-00000463,2025-04-12,8,WH-001,1,
GR-00000539,GR-00000539,PO-00000463,2025-04-11,12,WH-003,1,
GR-00000540,GR-00000540,PO-00000464,2024-08-11,10,WH-002,1,
GR-00000541,GR-00000541,PO-00000465,2023-10-04,67,WH-001,1,
GR-00000542,GR-00000542,PO-00000465,2023-09-28,133,WH-002,1,
GR-00000543,GR-00000543,PO-00000466,2024-06-10,75,WH-002,1,
GR-00000544,GR-00000544,PO-00000467,2024-12-02,25,WH-001,1,
GR-00000545,GR-00000545,PO-00000468,2023-08-02,75,WH-003,1,
GR-00000546,GR-00000546,PO-00000469,2023-11-23,5,WH-002,1,
GR-00000547,GR-00000547,PO-00000469,2023-11-25,5,WH-002,1,
GR-00000548,GR-00000548,PO-00000470,2024-10-11,10,WH-002,1,
GR-00000549,GR-00000549,PO-00000471,2024-03-28,200,WH-001,1,
GR-00000550,GR-00000550,PO-00000472,2023-08-04,150,WH-002,0,
GR-00000551,GR-00000551,PO-00000473,2024-05-16,50,WH-003,1,
GR-00000552,GR-00000552,PO-00000474,2023-11-16,36,WH-001,1,
GR-00000553,GR-00000553,PO-00000474,2023-11-17,114,WH-001,1,
GR-00000554,GR-00000554,PO-00000475,2025-02-23,75,WH-001,1,
GR-00000555,GR-00000555,PO-00000476,2024-07-16,200,WH-002,1,
GR-00000556,GR-00000556,PO-00000477,2024-12-20,8,WH-003,1,
GR-00000557,GR-00000557,PO-00000477,2024-12-15,17,WH-003,1,
GR-00000558,GR-00000558,PO-00000478,2024-07-29,25,WH-003,1,
GR-00000559,GR-00000559,PO-00000480,2024-11-25,200,WH-002,1,
GR-00000560,GR-00000560,PO-00000481,2024-08-26,100,WH-003,1,
GR-00000561,GR-00000561,PO-00000482,2025-06-21,20,WH-003,1,
GR-00000562,GR-00000562,PO-00000484,2024-03-23,10,WH-003,1,
GR-00000563,GR-00000563,PO-00000484,2024-03-17,3,WH-003,1,
GR-00000564,GR-00000564,PO-00000484,2024-03-23,7,WH-003,1,
GR-00000565,GR-00000565,PO-00000485,2024-06-11,3,WH-003,1,
GR-00000566,GR-00000566,PO-00000485,2024-06-10,3,WH-001,1,
GR-00000567,GR-00000567,PO-00000485,2024-06-07,4,WH-003,1,
GR-00000568,GR-00000568,PO-00000486,2024-10-21,1,WH-003,1,
GR-00000569,GR-00000569,PO-00000486,2024-10-17,49,WH-002,1,
GR-00000570,GR-00000570,PO-00000487,2024-01-20,150,WH-003,1,
GR-00000571,GR-00000571,PO-00000488,2024-07-19,25,WH-002,1,
GR-00000572,GR-00000572,PO-00000489,2024-02-29,200,WH-002,1,
GR-00000573,GR-00000573,PO-00000491,2024-05-13,25,WH-001,1,
GR-00000574,GR-00000574,PO-00000492,2024-05-15,10,WH-003,1,
GR-00000575,GR-00000575,PO-00000494,2023-09-17,75,WH-001,1,
GR-00000576,GR-00000576,PO-00000495,2023-08-19,16,WH-002,1,
GR-00000577,GR-00000577,PO-00000495,2023-08-21,4,WH-003,1,
GR-00000578,GR-00000578,PO-00000495,2023-08-19,55,WH-001,1,
GR-00000579,GR-00000579,PO-00000497,2025-02-18,33,WH-001,1,
GR-00000580,GR-00000580,PO-00000497,2025-02-18,51,WH-003,0,
GR-00000581,GR-00000581,PO-00000497,2025-02-22,116,WH-001,1,
GR-00000582,GR-00000582,PO-00000499,2023-10-23,75,WH-002,1,
GR-00000583,GR-00000583,PO-00000501,2023-08-17,14,WH-001,1,
GR-00000584,GR-00000584,PO-00000501,2023-08-19,136,WH-003,1,
GR-00000585,GR-00000585,PO-00000502,2024-10-16,6,WH-002,1,
GR-00000586,GR-00000586,PO-00000502,2024-10-11,19,WH-003,1,
GR-00000587,GR-00000587,PO-00000504,2024-03-04,20,WH-002,1,
GR-00000588,GR-00000588,PO-00000505,2023-09-26,50,WH-001,1,
GR-00000589,GR-00000589,PO-00000507,2025-05-10,85,WH-002,1,
GR-00000590,GR-00000590,PO-00000507,2025-05-15,115,WH-003,1,
GR-00000591,GR-00000591,PO-00000508,2024-05-26,18,WH-002,1,
GR-00000592,GR-00000592,PO-00000508,2024-05-26,32,WH-001,1,
GR-00000593,GR-00000593,PO-00000509,2025-02-04,28,WH-003,1,
GR-00000594,GR-00000594,PO-00000509,2025-02-02,17,WH-001,0,
GR-00000595,GR-00000595,PO-00000509,2025-02-03,30,WH-003,1,
GR-00000596,GR-00000596,PO-00000510,2024-02-06,200,WH-002,1,
GR-00000597,GR-00000597,PO-00000512,2023-08-13,75,WH-003,1,
GR-00000598,GR-00000598,PO-00000512,2023-08-16,53,WH-003,1,
GR-00000599,GR-00000599,PO-00000512,2023-08-13,72,WH-003,1,
GR-00000600,GR-00000600,PO-00000513,2023-10-09,150,WH-002,1,
GR-00000601,GR-00000601,PO-00000514,2023-09-01,150,WH-002,1,
GR-00000602,GR-00000602,PO-00000515,2023-08-21,2,WH-003,1,
GR-00000603,GR-00000603,PO-00000515,2023-08-20,8,WH-001,1,
GR-00000604,GR-00000604,PO-00000516,2025-03-13,75,WH-002,1,
GR-00000605,GR-00000605,PO-00000517,2023-09-11,20,WH-001,1,
GR-00000606,GR-00000606,PO-00000517,2023-09-11,130,WH-002,1,
GR-00000607,GR-00000607,PO-00000518,2025-03-01,35,WH-001,1,
GR-00000608,GR-00000608,PO-00000518,2025-03-06,115,WH-001,1,
GR-00000609,GR-00000609,PO-00000520,2024-08-24,75,WH-001,1,
GR-00000610,GR-00000610,PO-00000521,2025-03-03,4,WH-003,1,
GR-00000611,GR-00000611,PO-00000521,2025-03-07,6,WH-003,1,
GR-00000612,GR-00000612,PO-00000522,2024-10-06,33,WH-001,1,
GR-00000613,GR-00000613,PO-00000522,2024-10-03,42,WH-001,1,
GR-00000614,GR-00000614,PO-00000522,2024-10-07,125,WH-002,1,
GR-00000615,GR-00000615,PO-00000524,2024-04-12,6,WH-003,1,
GR-00000616,GR-00000616,PO-00000524,2024-04-13,14,WH-001,1,
GR-00000617,GR-00000617,PO-00000525,2025-04-17,25,WH-001,1,
GR-00000618,GR-00000618,PO-00000526,2024-10-18,25,WH-002,1,
GR-00000619,GR-00000619,PO-00000527,2024-07-20,19,WH-001,1,
GR-00000620,GR-00000620,PO-00000527,2024-07-19,56,WH-003,1,
GR-00000621,GR-00000621,PO-00000528,2023-11-14,20,WH-002,1,
GR-00000622,GR-00000622,PO-00000529,2024-09-29,45,WH-002,1,
GR-00000623,GR-00000623,PO-00000529,2024-10-02,105,WH-002,1,
GR-00000624,GR-00000624,PO-00000530,2025-05-18,14,WH-003,1,
GR-00000625,GR-00000625,PO-00000530,2025-05-18,86,WH-002,1,
GR-00000626,GR-00000626,PO-00000532,2025-01-09,50,WH-003,1,
GR-00000627,GR-00000627,PO-00000533,2023-09-09,150,WH-001,1,
GR-00000628,GR-00000628,PO-00000534,2024-03-20,3,WH-003,1,
GR-00000629,GR-00000629,PO-00000534,2024-03-18,5,WH-003,1,
GR-00000630,GR-00000630,PO-00000534,2024-03-17,12,WH-003,1,
GR-00000631,GR-00000631,PO-00000535,2025-01-05,20,WH-003,1,
GR-00000632,GR-00000632,PO-00000536,2024-05-18,50,WH-001,1,
GR-00000633,GR-00000633,PO-00000537,2023-12-04,100,WH-001,1,
GR-00000634,GR-00000634,PO-00000538,2023-10-06,100,WH-003,1,
GR-00000635,GR-00000635,PO-00000539,2023-12-07,50,WH-002,1,
GR-00000636,GR-00000636,PO-00000540,2024-07-06,75,WH-001,1,
GR-00000637,GR-00000637,PO-00000543,2024-09-18,25,WH-001,1,
GR-00000638,GR-00000638,PO-00000544,2024-09-19,150,WH-002,1,
GR-00000639,GR-00000639,PO-00000546,2024-09-23,100,WH-002,1,
GR-00000640,GR-00000640,PO-00000547,2025-03-11,25,WH-001,1,
GR-00000641,GR-00000641,PO-00000548,2024-10-29,100,WH-003,1,
GR-00000642,GR-00000642,PO-00000549,2023-10-27,25,WH-001,1,
GR-00000643,GR-00000643,PO-00000549,2023-10-29,50,WH-002,1,
GR-00000644,GR-00000644,PO-00000551,2025-03-15,150,WH-002,0,
GR-00000645,GR-00000645,PO-00000552,2024-11-28,3,WH-002,1,
GR-00000646,GR-00000646,PO-00000552,2024-12-04,17,WH-003,1,
GR-00000647,GR-00000647,PO-00000553,2025-05-31,20,WH-002,1,
GR-00000648,GR-00000648,PO-00000554,2023-09-05,10,WH-002,1,
GR-00000649,GR-00000649,PO-00000555,2024-05-15,10,WH-002,1,
GR-00000650,GR-00000650,PO-00000556,2023-11-18,200,WH-001,1,
GR-00000651,GR-00000651,PO-00000557,2023-12-03,14,WH-002,1,
GR-00000652,GR-00000652,PO-00000557,2023-12-02,186,WH-003,1,
GR-00000653,GR-00000653,PO-00000558,2024-03-14,9,WH-003,1,
GR-00000654,GR-00000654,PO-00000558,2024-03-13,11,WH-001,1,
GR-00000655,GR-00000655,PO-00000559,2025-01-11,10,WH-002,1,
GR-00000656,GR-00000656,PO-00000559,2025-01-06,65,WH-002,0,
GR-00000657,GR-00000657,PO-00000560,2024-12-25,150,WH-002,1,
GR-00000658,GR-00000658,PO-00000561,2024-08-03,50,WH-002,1,
GR-00000659,GR-00000659,PO-00000562,2024-12-05,200,WH-002,1,
GR-00000660,GR-00000660,PO-00000563,2024-12-08,10,WH-001,1,
GR-00000661,GR-00000661,PO-00000564,2025-05-07,75,WH-002,1,
GR-00000662,GR-00000662,PO-00000565,2024-03-17,11,WH-003,1,
GR-00000663,GR-00000663,PO-00000565,2024-03-19,14,WH-001,1,
GR-00000664,GR-00000664,PO-00000566,2024-05-09,100,WH-003,1,
GR-00000665,GR-00000665,PO-00000567,2024-09-25,100,WH-003,1,
GR-00000666,GR-00000666,PO-00000568,2023-12-13,100,WH-002,1,
GR-00000667,GR-00000667,PO-00000569,2024-04-29,6,WH-001,1,
GR-00000668,GR-00000668,PO-00000569,2024-04-29,44,WH-003,1,
GR-00000669,GR-00000669,PO-00000570,2024-09-22,75,WH-001,1,
GR-00000670,GR-00000670,PO-00000571,2024-02-22,2,WH-003,1,
GR-00000671,GR-00000671,PO-00000571,2024-02-25,8,WH-002,1,
GR-00000672,GR-00000672,PO-00000572,2024-01-10,150,WH-002,1,
GR-00000673,GR-00000673,PO-00000573,2023-08-25,25,WH-003,1,
GR-00000674,GR-00000674,PO-00000574,2025-01-30,46,WH-003,1,
GR-00000675,GR-00000675,PO-00000574,2025-01-26,5,WH-003,1,
GR-00000676,GR-00000676,PO-00000574,2025-01-26,49,WH-001,1,
GR-00000677,GR-00000677,PO-00000575,2024-09-07,25,WH-002,1,
GR-00000678,GR-00000678,PO-00000576,2025-02-08,100,WH-002,1,
GR-00000679,GR-00000679,PO-00000577,2024-11-19,7,WH-001,0,
GR-00000680,GR-00000680,PO-00000577,2024-11-21,3,WH-002,1,
GR-00000681,GR-00000681,PO-00000577,2024-11-18,10,WH-003,1,
GR-00000682,GR-00000682,PO-00000578,2023-11-19,50,WH-002,1,
GR-00000683,GR-00000683,PO-00000579,2023-10-03,75,WH-003,1,
GR-00000684,GR-00000684,PO-00000580,2025-03-16,25,WH-003,1,
GR-00000685,GR-00000685,PO-00000581,2023-08-11,8,WH-003,1,
GR-00000686,GR-00000686,PO-00000581,2023-08-12,142,WH-001,1,
GR-00000687,GR-00000687,PO-00000582,2024-10-01,200,WH-002,1,
GR-00000688,GR-00000688,PO-00000583,2025-01-17,200,WH-003,1,
GR-00000689,GR-00000689,PO-00000584,2025-02-09,150,WH-003,1,
GR-00000690,GR-00000690,PO-00000585,2024-10-13,150,WH-002,1,
GR-00000691,GR-00000691,PO-00000586,2025-04-16,3,WH-002,1,
GR-00000692,GR-00000692,PO-00000586,2025-04-15,97,WH-001,1,
GR-00000693,GR-00000693,PO-00000587,2024-09-12,50,WH-002,1,
GR-00000694,GR-00000694,PO-00000588,2024-07-02,75,WH-002,1,
GR-00000695,GR-00000695,PO-00000589,2025-02-22,75,WH-003,1,
GR-00000696,GR-00000696,PO-00000590,2024-11-24,1,WH-002,1,
GR-00000697,GR-00000697,PO-00000590,2024-11-26,15,WH-002,1,
GR-00000698,GR-00000698,PO-00000590,2024-11-29,34,WH-001,1,
GR-00000699,GR-00000699,PO-00000591,2024-08-01,150,WH-002,1,
GR-00000700,GR-00000700,PO-00000592,2024-10-08,20,WH-001,1,
GR-00000701,GR-00000701,PO-00000593,2025-02-01,200,WH-002,1,
GR-00000702,GR-00000702,PO-00000594,2025-06-16,75,WH-001,1,
GR-00000703,GR-00000703,PO-00000596,2024-07-02,200,WH-001,1,
GR-00000704,GR-00000704,PO-00000597,2024-09-11,36,WH-002,1,
GR-00000705,GR-00000705,PO-00000597,2024-09-07,6,WH-001,1,
GR-00000706,GR-00000706,PO-00000597,2024-09-05,158,WH-002,1,
GR-00000707,GR-00000707,PO-00000598,2023-10-25,50,WH-001,1,
GR-00000708,GR-00000708,PO-00000600,2024-10-09,50,WH-001,1,
GR-00000709,GR-00000709,PO-00000601,2025-05-11,75,WH-001,1,
GR-00000710,GR-00000710,PO-00000602,2025-02-11,75,WH-001,1,
GR-00000711,GR-00000711,PO-00000605,2023-07-14,25,WH-002,1,
GR-00000712,GR-00000712,PO-00000606,2024-11-08,58,WH-003,1,
GR-00000713,GR-00000713,PO-00000606,2024-11-12,142,WH-002,0,
GR-00000714,GR-00000714,PO-00000607,2024-11-18,150,WH-002,1,
GR-00000715,GR-00000715,PO-00000608,2025-04-29,50,WH-002,1,
GR-00000716,GR-00000716,PO-00000609,2024-04-18,45,WH-003,1,
GR-00000717,GR-00000717,PO-00000609,2024-04-18,41,WH-003,1,
GR-00000718,GR-00000718,PO-00000609,2024-04-16,114,WH-002,1,
GR-00000719,GR-00000719,PO-00000610,2024-08-03,25,WH-003,1,
GR-00000720,GR-00000720,PO-00000611,2024-01-29,24,WH-002,1,
GR-00000721,GR-00000721,PO-00000611,2024-01-27,26,WH-001,1,
GR-00000722,GR-00000722,PO-00000612,2023-07-27,100,WH-001,1,
GR-00000723,GR-00000723,PO-00000613,2023-08-10,75,WH-001,1,
GR-00000724,GR-00000724,PO-00000614,2024-03-28,52,WH-002,1,
GR-00000725,GR-00000725,PO-00000614,2024-03-28,98,WH-002,1,
GR-00000726,GR-00000726,PO-00000616,2025-04-16,10,WH-003,1,
GR-00000727,GR-00000727,PO-00000617,2023-11-03,20,WH-001,0,
GR-00000728,GR-00000728,PO-00000618,2024-02-08,75,WH-003,0,
GR-00000729,GR-00000729,PO-00000620,2025-06-14,150,WH-003,1,
GR-00000730,GR-00000730,PO-00000621,2023-10-11,12,WH-001,0,
GR-00000731,GR-00000731,PO-00000621,2023-10-12,6,WH-002,1,
GR-00000732,GR-00000732,PO-00000621,2023-10-11,7,WH-001,1,
GR-00000733,GR-00000733,PO-00000622,2023-07-29,150,WH-003,1,
