quotation_id,quotation_number,lead_id,customer_id,salesperson_id,amount,quotation_date,valid_until_date,status,notes
QUO-00000221,QUO-00000221,,CUST-00000042,SP-00000009,2390.0,2023-11-07,2023-12-07,ACCEPTED,
QUO-00000222,QUO-00000222,,CUST-00000765,SP-00000003,3677.16,2025-03-27,2025-04-26,SENT,
QUO-00000223,QUO-00000223,,CUST-00000236,SP-00000019,3464.81,2023-09-06,2023-10-06,REJECTED,
QUO-00000224,QUO-00000224,LEAD-00000583,CUST-00000851,SP-00000020,854.94,2024-09-21,2024-10-21,ACCEPTED,
QUO-00000225,QUO-00000225,LEAD-00001303,CUST-00000633,SP-00000019,177.42,2025-01-25,2025-02-24,SENT,
QUO-00000226,QUO-00000226,LEAD-00000641,CUST-00000364,SP-00000020,1572.72,2024-12-27,2025-01-26,ACCEPTED,
QUO-00000227,QUO-00000227,,CUST-00000642,SP-00000019,2942.37,2025-05-23,2025-06-22,ACCEPTED,
QUO-00000228,QUO-00000228,LEAD-00000285,CUST-00000904,SP-00000001,2213.59,2024-06-30,2024-07-30,SENT,
QUO-00000229,QUO-00000229,,CUST-00000938,SP-00000007,2540.68,2024-09-10,2024-10-10,ACCEPTED,
QUO-00000230,QUO-00000230,LEAD-00000033,CUST-00000999,SP-00000013,530.51,2024-06-29,2024-07-29,EXPIRED,
QUO-00000231,QUO-00000231,LEAD-00001707,CUST-00000623,SP-00000017,795.0,2025-04-07,2025-05-07,ACCEPTED,
QUO-00000232,QUO-00000232,LEAD-00001293,CUST-00000749,SP-00000003,3353.42,2023-11-17,2023-12-17,SENT,
QUO-00000233,QUO-00000233,,CUST-00000467,SP-00000019,94.24,2023-10-15,2023-11-14,REJECTED,
QUO-00000234,QUO-00000234,,CUST-00000264,SP-00000007,1550.36,2023-07-16,2023-08-15,EXPIRED,
QUO-00000235,QUO-00000235,,CUST-00000484,SP-00000006,4738.43,2025-05-29,2025-06-28,SENT,
QUO-00000236,QUO-00000236,LEAD-00002428,CUST-00000856,SP-00000013,310.31,2024-04-01,2024-05-01,SENT,
QUO-00000237,QUO-00000237,LEAD-00001318,CUST-00000305,SP-00000001,294.3,2024-07-07,2024-08-06,REJECTED,
QUO-00000238,QUO-00000238,LEAD-00000224,CUST-00000759,SP-00000020,3871.19,2024-07-27,2024-08-26,SENT,
QUO-00000239,QUO-00000239,,CUST-00000095,SP-00000015,236.4,2023-11-15,2023-12-15,ACCEPTED,
QUO-00000240,QUO-00000240,,CUST-00000151,SP-00000007,1644.31,2024-11-05,2024-12-05,ACCEPTED,
QUO-00000241,QUO-00000241,,CUST-00000808,SP-00000005,4651.46,2024-11-03,2024-12-03,EXPIRED,
QUO-00000242,QUO-00000242,,CUST-00000582,SP-00000004,2940.67,2024-04-07,2024-05-07,ACCEPTED,
QUO-00000243,QUO-00000243,,CUST-00000643,SP-00000006,1508.63,2024-01-12,2024-02-11,SENT,
QUO-00000244,QUO-00000244,,CUST-00000152,SP-00000006,2788.94,2025-02-10,2025-03-12,EXPIRED,
QUO-00000245,QUO-00000245,LEAD-00002533,CUST-00000918,SP-00000007,746.86,2023-12-23,2024-01-22,REJECTED,
QUO-00000246,QUO-00000246,,CUST-00000764,SP-00000020,3903.94,2025-06-01,2025-07-01,SENT,
QUO-00000247,QUO-00000247,LEAD-00000419,CUST-00000756,SP-00000002,3334.85,2024-10-07,2024-11-06,DRAFT,
QUO-00000248,QUO-00000248,LEAD-00002833,CUST-00000267,SP-00000018,2624.16,2023-12-17,2024-01-16,ACCEPTED,
QUO-00000249,QUO-00000249,LEAD-00002582,CUST-00000225,SP-00000001,177.72,2024-04-18,2024-05-18,ACCEPTED,
QUO-00000250,QUO-00000250,LEAD-00002603,CUST-00000636,SP-00000019,1744.66,2023-10-21,2023-11-20,ACCEPTED,
QUO-00000251,QUO-00000251,LEAD-00002408,CUST-00000385,SP-00000015,570.39,2023-07-14,2023-08-13,SENT,
QUO-00000252,QUO-00000252,LEAD-00000521,CUST-00000057,SP-00000014,1105.66,2024-11-15,2024-12-15,SENT,
QUO-00000253,QUO-00000253,,CUST-00000376,SP-00000001,655.73,2024-03-15,2024-04-14,ACCEPTED,
QUO-00000254,QUO-00000254,LEAD-00000368,CUST-00000749,SP-00000017,880.52,2024-06-13,2024-07-13,DRAFT,
QUO-00000255,QUO-00000255,LEAD-00002251,CUST-00000607,SP-00000014,329.6,2024-08-19,2024-09-18,ACCEPTED,
QUO-00000256,QUO-00000256,LEAD-00000465,CUST-00000189,SP-00000013,3698.38,2023-09-21,2023-10-21,SENT,
QUO-00000257,QUO-00000257,,CUST-00000792,SP-00000020,2859.67,2024-02-08,2024-03-09,ACCEPTED,
QUO-00000258,QUO-00000258,LEAD-00000460,CUST-00000001,SP-00000019,3283.74,2023-07-01,2023-07-31,EXPIRED,
QUO-00000259,QUO-00000259,LEAD-00001429,CUST-00000195,SP-00000020,1599.31,2024-02-19,2024-03-20,REJECTED,
QUO-00000260,QUO-00000260,,CUST-00000245,SP-00000019,5.99,2024-11-13,2024-12-13,SENT,
QUO-00000261,QUO-00000261,,CUST-00000428,SP-00000011,2741.91,2024-03-22,2024-04-21,ACCEPTED,
QUO-00000262,QUO-00000262,LEAD-00002976,CUST-00000604,SP-00000012,5053.13,2025-04-25,2025-05-25,ACCEPTED,
QUO-00000263,QUO-00000263,,CUST-00000161,SP-00000008,2146.38,2023-12-17,2024-01-16,SENT,
QUO-00000264,QUO-00000264,LEAD-00001945,CUST-00000862,SP-00000003,3248.51,2025-06-04,2025-07-04,ACCEPTED,
QUO-00000265,QUO-00000265,LEAD-00000533,CUST-00000696,SP-00000006,1904.39,2025-05-08,2025-06-07,ACCEPTED,
QUO-00000266,QUO-00000266,,CUST-00000192,SP-00000009,278.54,2025-04-22,2025-05-22,REJECTED,
QUO-00000267,QUO-00000267,,CUST-00000729,SP-00000017,2934.98,2025-02-05,2025-03-07,EXPIRED,
QUO-00000268,QUO-00000268,LEAD-00001651,CUST-00000431,SP-00000004,7522.22,2025-01-24,2025-02-23,ACCEPTED,
QUO-00000269,QUO-00000269,,CUST-00000728,SP-00000005,3351.88,2023-10-23,2023-11-22,ACCEPTED,
QUO-00000270,QUO-00000270,,CUST-00000831,SP-00000001,5458.04,2023-07-16,2023-08-15,SENT,
QUO-00000271,QUO-00000271,LEAD-00000357,CUST-00000270,SP-00000015,1580.82,2023-12-16,2024-01-15,ACCEPTED,
QUO-00000272,QUO-00000272,LEAD-00002713,CUST-00000594,SP-00000008,642.48,2023-10-04,2023-11-03,ACCEPTED,
QUO-00000273,QUO-00000273,LEAD-00000976,CUST-00000201,SP-00000012,1052.4,2025-04-29,2025-05-29,SENT,
QUO-00000274,QUO-00000274,LEAD-00000465,CUST-00000189,SP-00000013,2777.54,2023-07-24,2023-08-23,DRAFT,
QUO-00000275,QUO-00000275,LEAD-00002154,CUST-00000654,SP-00000020,876.47,2025-01-07,2025-02-06,SENT,
QUO-00000276,QUO-00000276,LEAD-00000618,CUST-00000931,SP-00000008,2082.88,2025-02-16,2025-03-18,ACCEPTED,
QUO-00000277,QUO-00000277,LEAD-00000267,CUST-00000979,SP-00000006,2211.85,2025-06-22,2025-07-22,SENT,
QUO-00000278,QUO-00000278,LEAD-00002952,CUST-00000031,SP-00000019,3973.94,2023-07-12,2023-08-11,SENT,
QUO-00000279,QUO-00000279,LEAD-00002916,CUST-00000825,SP-00000005,525.48,2023-10-31,2023-11-30,SENT,
QUO-00000280,QUO-00000280,,CUST-00000681,SP-00000008,1063.66,2025-06-29,2025-07-29,EXPIRED,
QUO-00000281,QUO-00000281,LEAD-00000912,CUST-00000217,SP-00000001,5289.98,2023-11-01,2023-12-01,SENT,
QUO-00000282,QUO-00000282,LEAD-00001264,CUST-00000890,SP-00000015,151.21,2024-09-08,2024-10-08,EXPIRED,
QUO-00000283,QUO-00000283,,CUST-00000325,SP-00000010,47.2,2025-02-22,2025-03-24,SENT,
QUO-00000284,QUO-00000284,,CUST-00000850,SP-00000015,83.68,2025-04-03,2025-05-03,SENT,
QUO-00000285,QUO-00000285,,CUST-00000980,SP-00000008,221.82,2024-02-25,2024-03-26,SENT,
QUO-00000286,QUO-00000286,LEAD-00002141,CUST-00000356,SP-00000010,1105.41,2024-02-03,2024-03-04,SENT,
QUO-00000287,QUO-00000287,LEAD-00001982,CUST-00000795,SP-00000005,2314.15,2024-01-17,2024-02-16,SENT,
QUO-00000288,QUO-00000288,LEAD-00002512,CUST-00000007,SP-00000011,651.37,2024-04-12,2024-05-12,DRAFT,
QUO-00000289,QUO-00000289,,CUST-00000897,SP-00000016,108.64,2024-10-25,2024-11-24,ACCEPTED,
QUO-00000290,QUO-00000290,LEAD-00000416,CUST-00000228,SP-00000013,100.52,2024-03-16,2024-04-15,ACCEPTED,
QUO-00000291,QUO-00000291,LEAD-00000689,CUST-00000856,SP-00000018,5051.44,2024-06-08,2024-07-08,ACCEPTED,
QUO-00000292,QUO-00000292,,CUST-00000178,SP-00000020,216.92,2024-11-17,2024-12-17,SENT,
QUO-00000293,QUO-00000293,,CUST-00000041,SP-00000006,65.82,2025-01-15,2025-02-14,SENT,
QUO-00000294,QUO-00000294,LEAD-00001768,CUST-00000790,SP-00000005,34.89,2023-09-21,2023-10-21,ACCEPTED,
QUO-00000295,QUO-00000295,,CUST-00000758,SP-00000017,1677.54,2023-12-28,2024-01-27,DRAFT,
QUO-00000296,QUO-00000296,,CUST-00000456,SP-00000017,566.32,2024-01-08,2024-02-07,SENT,
QUO-00000297,QUO-00000297,LEAD-00002754,CUST-00000677,SP-00000014,1709.24,2023-11-13,2023-12-13,EXPIRED,
QUO-00000298,QUO-00000298,,CUST-00000359,SP-00000011,362.38,2024-03-23,2024-04-22,ACCEPTED,
QUO-00000299,QUO-00000299,LEAD-00001595,CUST-00000274,SP-00000018,205.74,2025-04-28,2025-05-28,SENT,
QUO-00000300,QUO-00000300,LEAD-00000947,CUST-00000629,SP-00000011,1243.52,2024-05-17,2024-06-16,SENT,
QUO-00000301,QUO-00000301,LEAD-00000979,CUST-00000592,SP-00000004,1489.61,2025-05-03,2025-06-02,REJECTED,
QUO-00000302,QUO-00000302,LEAD-00000968,CUST-00000309,SP-00000016,146.85,2024-05-27,2024-06-26,SENT,
QUO-00000303,QUO-00000303,,CUST-00000269,SP-00000017,1156.74,2024-08-10,2024-09-09,ACCEPTED,
QUO-00000304,QUO-00000304,LEAD-00000979,CUST-00000592,SP-00000004,1525.51,2023-07-05,2023-08-04,REJECTED,
QUO-00000305,QUO-00000305,LEAD-00002406,CUST-00000338,SP-00000003,198.68,2025-03-26,2025-04-25,DRAFT,
QUO-00000306,QUO-00000306,LEAD-00001169,CUST-00000088,SP-00000018,4688.09,2025-06-10,2025-07-10,SENT,
QUO-00000307,QUO-00000307,,CUST-00000920,SP-00000002,3335.68,2024-07-16,2024-08-15,EXPIRED,
QUO-00000308,QUO-00000308,LEAD-00001649,CUST-00000803,SP-00000005,678.7,2023-11-20,2023-12-20,ACCEPTED,
QUO-00000309,QUO-00000309,LEAD-00001669,CUST-00000356,SP-00000008,1269.02,2024-06-08,2024-07-08,ACCEPTED,
QUO-00000310,QUO-00000310,,CUST-00000748,SP-00000009,1503.54,2025-02-11,2025-03-13,ACCEPTED,
QUO-00000311,QUO-00000311,LEAD-00000309,CUST-00000708,SP-00000007,361.08,2024-01-17,2024-02-16,ACCEPTED,
QUO-00000312,QUO-00000312,LEAD-00002349,CUST-00000108,SP-00000008,1652.58,2024-01-22,2024-02-21,ACCEPTED,
QUO-00000313,QUO-00000313,LEAD-00002240,CUST-00000192,SP-00000014,1625.36,2023-10-29,2023-11-28,ACCEPTED,
QUO-00000314,QUO-00000314,LEAD-00001244,CUST-00000507,SP-00000002,1770.22,2024-07-27,2024-08-26,SENT,
QUO-00000315,QUO-00000315,LEAD-00001541,CUST-00000783,SP-00000013,246.25,2024-04-18,2024-05-18,EXPIRED,
QUO-00000316,QUO-00000316,,CUST-00000088,SP-00000016,3642.3,2025-02-03,2025-03-05,SENT,
QUO-00000317,QUO-00000317,,CUST-00000135,SP-00000017,1256.27,2024-03-02,2024-04-01,ACCEPTED,
QUO-00000318,QUO-00000318,LEAD-00000499,CUST-00000152,SP-00000020,440.04,2025-01-13,2025-02-12,SENT,
QUO-00000319,QUO-00000319,LEAD-00001684,CUST-00000883,SP-00000006,1919.96,2024-12-12,2025-01-11,ACCEPTED,
QUO-00000320,QUO-00000320,LEAD-00002408,CUST-00000385,SP-00000015,2294.36,2023-12-08,2024-01-07,EXPIRED,
QUO-00000321,QUO-00000321,LEAD-00001677,CUST-00000491,SP-00000016,272.5,2025-06-07,2025-07-07,REJECTED,
QUO-00000322,QUO-00000322,,CUST-00000464,SP-00000016,6776.13,2023-09-22,2023-10-22,EXPIRED,
QUO-00000323,QUO-00000323,LEAD-00002645,CUST-00000778,SP-00000010,10360.69,2023-12-03,2024-01-02,SENT,
QUO-00000324,QUO-00000324,LEAD-00002663,CUST-00000671,SP-00000001,661.07,2024-11-01,2024-12-01,REJECTED,
QUO-00000325,QUO-00000325,LEAD-00000532,CUST-00000497,SP-00000007,290.97,2024-01-07,2024-02-06,SENT,
QUO-00000326,QUO-00000326,,CUST-00000573,SP-00000003,3103.17,2023-11-04,2023-12-04,ACCEPTED,
QUO-00000327,QUO-00000327,,CUST-00000186,SP-00000008,5665.39,2024-09-18,2024-10-18,ACCEPTED,
QUO-00000328,QUO-00000328,LEAD-00000584,CUST-00000462,SP-00000016,1041.88,2024-03-29,2024-04-28,SENT,
QUO-00000329,QUO-00000329,LEAD-00002730,CUST-00000319,SP-00000001,523.78,2025-03-28,2025-04-27,ACCEPTED,
QUO-00000330,QUO-00000330,LEAD-00000757,CUST-00000713,SP-00000016,939.18,2025-06-11,2025-07-11,ACCEPTED,
QUO-00000331,QUO-00000331,LEAD-00000328,CUST-00000972,SP-00000016,360.5,2024-03-11,2024-04-10,ACCEPTED,
QUO-00000332,QUO-00000332,LEAD-00000040,CUST-00000244,SP-00000008,5408.33,2024-06-28,2024-07-28,REJECTED,
QUO-00000333,QUO-00000333,,CUST-00000633,SP-00000008,796.0,2023-09-08,2023-10-08,REJECTED,
QUO-00000334,QUO-00000334,,CUST-00000837,SP-00000001,3274.23,2024-02-27,2024-03-28,SENT,
QUO-00000335,QUO-00000335,LEAD-00002629,CUST-00000669,SP-00000009,104.44,2024-08-06,2024-09-05,ACCEPTED,
QUO-00000336,QUO-00000336,,CUST-00000720,SP-00000004,854.0,2025-02-18,2025-03-20,ACCEPTED,
QUO-00000337,QUO-00000337,,CUST-00000886,SP-00000011,345.97,2025-03-10,2025-04-09,ACCEPTED,
QUO-00000338,QUO-00000338,,CUST-00000725,SP-00000018,236.34,2023-12-06,2024-01-05,EXPIRED,
QUO-00000339,QUO-00000339,LEAD-00001420,CUST-00000396,SP-00000003,157.59,2024-03-28,2024-04-27,SENT,
QUO-00000340,QUO-00000340,LEAD-00001694,CUST-00000230,SP-00000013,860.85,2024-12-06,2025-01-05,SENT,
QUO-00000341,QUO-00000341,,CUST-00000994,SP-00000010,1535.66,2025-02-25,2025-03-27,SENT,
QUO-00000342,QUO-00000342,LEAD-00001239,CUST-00000123,SP-00000001,2875.64,2024-10-03,2024-11-02,ACCEPTED,
QUO-00000343,QUO-00000343,LEAD-00001192,CUST-00000151,SP-00000009,2303.11,2024-07-31,2024-08-30,SENT,
QUO-00000344,QUO-00000344,LEAD-00001781,CUST-00000008,SP-00000019,1963.21,2024-08-29,2024-09-28,SENT,
QUO-00000345,QUO-00000345,LEAD-00002561,CUST-00000703,SP-00000003,3605.88,2024-05-26,2024-06-25,EXPIRED,
QUO-00000346,QUO-00000346,,CUST-00000233,SP-00000015,1628.07,2025-03-15,2025-04-14,SENT,
QUO-00000347,QUO-00000347,,CUST-00000613,SP-00000020,942.37,2024-11-06,2024-12-06,ACCEPTED,
QUO-00000348,QUO-00000348,,CUST-00000071,SP-00000017,2294.87,2024-07-05,2024-08-04,SENT,
QUO-00000349,QUO-00000349,,CUST-00000367,SP-00000019,32.01,2024-05-12,2024-06-11,SENT,
QUO-00000350,QUO-00000350,,CUST-00000914,SP-00000014,1426.8,2025-04-08,2025-05-08,ACCEPTED,
QUO-00000351,QUO-00000351,,CUST-00000782,SP-00000005,596.33,2025-04-17,2025-05-17,ACCEPTED,
QUO-00000352,QUO-00000352,LEAD-00000697,CUST-00000405,SP-00000008,34.09,2024-06-13,2024-07-13,ACCEPTED,
QUO-00000353,QUO-00000353,,CUST-00000279,SP-00000008,829.11,2023-12-30,2024-01-29,REJECTED,
QUO-00000354,QUO-00000354,LEAD-00002314,CUST-00000498,SP-00000006,4235.55,2024-11-06,2024-12-06,SENT,
QUO-00000355,QUO-00000355,,CUST-00000984,SP-00000005,2983.78,2023-12-18,2024-01-17,ACCEPTED,
QUO-00000356,QUO-00000356,,CUST-00000845,SP-00000015,2208.29,2025-04-14,2025-05-14,ACCEPTED,
QUO-00000357,QUO-00000357,,CUST-00000672,SP-00000017,4236.83,2024-12-21,2025-01-20,ACCEPTED,
QUO-00000358,QUO-00000358,LEAD-00002457,CUST-00000767,SP-00000016,387.58,2024-09-16,2024-10-16,EXPIRED,
QUO-00000359,QUO-00000359,,CUST-00000760,SP-00000003,2585.53,2023-09-26,2023-10-26,ACCEPTED,
QUO-00000360,QUO-00000360,,CUST-00000511,SP-00000013,5488.74,2025-02-06,2025-03-08,REJECTED,
QUO-00000361,QUO-00000361,,CUST-00000762,SP-00000020,82.92,2024-11-06,2024-12-06,ACCEPTED,
QUO-00000362,QUO-00000362,,CUST-00000001,SP-00000006,1403.04,2024-11-11,2024-12-11,SENT,
QUO-00000363,QUO-00000363,LEAD-00001861,CUST-00000815,SP-00000003,318.8,2024-01-22,2024-02-21,SENT,
QUO-00000364,QUO-00000364,LEAD-00002499,CUST-00000441,SP-00000008,3886.74,2024-07-19,2024-08-18,SENT,
QUO-00000365,QUO-00000365,,CUST-00000308,SP-00000005,254.4,2024-12-29,2025-01-28,SENT,
QUO-00000366,QUO-00000366,LEAD-00001500,CUST-00000026,SP-00000007,522.2,2023-10-25,2023-11-24,EXPIRED,
QUO-00000367,QUO-00000367,,CUST-00000314,SP-00000009,41.0,2025-02-22,2025-03-24,ACCEPTED,
QUO-00000368,QUO-00000368,,CUST-00000646,SP-00000003,1459.8,2025-03-25,2025-04-24,SENT,
QUO-00000369,QUO-00000369,LEAD-00001679,CUST-00000605,SP-00000011,3364.45,2025-02-12,2025-03-14,ACCEPTED,
QUO-00000370,QUO-00000370,,CUST-00000992,SP-00000017,81.41,2024-06-07,2024-07-07,EXPIRED,
QUO-00000371,QUO-00000371,LEAD-00001304,CUST-00000190,SP-00000014,1481.72,2024-10-02,2024-11-01,DRAFT,
QUO-00000372,QUO-00000372,LEAD-00001032,CUST-00000299,SP-00000001,5384.27,2023-07-18,2023-08-17,ACCEPTED,
QUO-00000373,QUO-00000373,,CUST-00000678,SP-00000005,412.6,2024-08-07,2024-09-06,ACCEPTED,
QUO-00000374,QUO-00000374,LEAD-00000795,CUST-00000369,SP-00000019,480.24,2024-03-29,2024-04-28,SENT,
QUO-00000375,QUO-00000375,,CUST-00000808,SP-00000006,337.4,2025-05-08,2025-06-07,DRAFT,
QUO-00000376,QUO-00000376,,CUST-00000322,SP-00000005,139.0,2024-11-14,2024-12-14,ACCEPTED,
QUO-00000377,QUO-00000377,LEAD-00001557,CUST-00000692,SP-00000012,1854.48,2023-09-23,2023-10-23,SENT,
QUO-00000378,QUO-00000378,LEAD-00001282,CUST-00000867,SP-00000011,2030.49,2024-01-14,2024-02-13,SENT,
QUO-00000379,QUO-00000379,LEAD-00001949,CUST-00000108,SP-00000015,528.45,2024-12-22,2025-01-21,ACCEPTED,
QUO-00000380,QUO-00000380,,CUST-00000861,SP-00000009,586.64,2024-05-26,2024-06-25,DRAFT,
QUO-00000381,QUO-00000381,LEAD-00002603,CUST-00000636,SP-00000019,1365.03,2025-01-22,2025-02-21,SENT,
QUO-00000382,QUO-00000382,,CUST-00000553,SP-00000014,63.28,2024-05-28,2024-06-27,ACCEPTED,
QUO-00000383,QUO-00000383,LEAD-00002753,CUST-00000066,SP-00000009,293.64,2024-12-22,2025-01-21,SENT,
QUO-00000384,QUO-00000384,LEAD-00002115,CUST-00000261,SP-00000001,645.86,2023-12-29,2024-01-28,SENT,
QUO-00000385,QUO-00000385,LEAD-00000594,CUST-00000150,SP-00000009,1784.71,2024-02-29,2024-03-30,EXPIRED,
QUO-00000386,QUO-00000386,,CUST-00000736,SP-00000013,5596.94,2025-04-06,2025-05-06,SENT,
QUO-00000387,QUO-00000387,LEAD-00002260,CUST-00000046,SP-00000012,2878.36,2024-02-18,2024-03-19,ACCEPTED,
QUO-00000388,QUO-00000388,LEAD-00002394,CUST-00000037,SP-00000015,5403.8,2024-05-16,2024-06-15,SENT,
QUO-00000389,QUO-00000389,,CUST-00000390,SP-00000001,1404.38,2023-11-03,2023-12-03,SENT,
QUO-00000390,QUO-00000390,,CUST-00000633,SP-00000018,49.06,2023-11-28,2023-12-28,SENT,
QUO-00000391,QUO-00000391,LEAD-00002752,CUST-00000870,SP-00000019,226.67,2024-01-03,2024-02-02,ACCEPTED,
QUO-00000392,QUO-00000392,LEAD-00000745,CUST-00000820,SP-00000003,6324.98,2024-10-07,2024-11-06,ACCEPTED,
QUO-00000393,QUO-00000393,LEAD-00002028,CUST-00000794,SP-00000005,1479.18,2024-08-10,2024-09-09,SENT,
QUO-00000394,QUO-00000394,LEAD-00002445,CUST-00000831,SP-00000012,3367.62,2025-01-31,2025-03-02,SENT,
QUO-00000395,QUO-00000395,LEAD-00002516,CUST-00000315,SP-00000017,480.74,2024-05-11,2024-06-10,ACCEPTED,
QUO-00000396,QUO-00000396,,CUST-00000168,SP-00000012,2273.32,2023-09-21,2023-10-21,ACCEPTED,
QUO-00000397,QUO-00000397,LEAD-00000265,CUST-00000964,SP-00000001,648.09,2024-02-17,2024-03-18,EXPIRED,
QUO-00000398,QUO-00000398,LEAD-00000279,CUST-00000612,SP-00000016,3076.8,2025-04-02,2025-05-02,REJECTED,
QUO-00000399,QUO-00000399,,CUST-00000783,SP-00000003,1271.86,2023-09-25,2023-10-25,ACCEPTED,
QUO-00000400,QUO-00000400,,CUST-00000126,SP-00000009,953.54,2024-05-05,2024-06-04,REJECTED,
QUO-00000401,QUO-00000401,,CUST-00000438,SP-00000007,1418.25,2023-09-11,2023-10-11,EXPIRED,
QUO-00000402,QUO-00000402,,CUST-00000686,SP-00000012,754.38,2024-10-14,2024-11-13,ACCEPTED,
QUO-00000403,QUO-00000403,LEAD-00002486,CUST-00000383,SP-00000019,1680.97,2024-09-22,2024-10-22,ACCEPTED,
QUO-00000404,QUO-00000404,LEAD-00001203,CUST-00000586,SP-00000004,690.5,2024-08-28,2024-09-27,ACCEPTED,
QUO-00000405,QUO-00000405,LEAD-00002158,CUST-00000026,SP-00000001,1180.36,2023-11-19,2023-12-19,SENT,
QUO-00000406,QUO-00000406,LEAD-00002351,CUST-00000557,SP-00000009,100.13,2024-07-01,2024-07-31,SENT,
QUO-00000407,QUO-00000407,,CUST-00000357,SP-00000007,964.86,2024-10-06,2024-11-05,ACCEPTED,
QUO-00000408,QUO-00000408,,CUST-00000749,SP-00000011,2075.42,2024-12-10,2025-01-09,ACCEPTED,
QUO-00000409,QUO-00000409,,CUST-00000873,SP-00000009,494.44,2025-01-26,2025-02-25,ACCEPTED,
QUO-00000410,QUO-00000410,,CUST-00000080,SP-00000014,5786.73,2024-04-13,2024-05-13,SENT,
QUO-00000411,QUO-00000411,LEAD-00002651,CUST-00000832,SP-00000003,654.0,2024-08-17,2024-09-16,ACCEPTED,
QUO-00000412,QUO-00000412,LEAD-00000343,CUST-00000772,SP-00000005,677.76,2024-11-16,2024-12-16,SENT,
QUO-00000413,QUO-00000413,LEAD-00000907,CUST-00000126,SP-00000018,897.22,2025-05-16,2025-06-15,ACCEPTED,
QUO-00000414,QUO-00000414,,CUST-00000788,SP-00000008,215.04,2023-08-22,2023-09-21,ACCEPTED,
QUO-00000415,QUO-00000415,,CUST-00000036,SP-00000006,115.31,2024-12-04,2025-01-03,DRAFT,
QUO-00000416,QUO-00000416,LEAD-00000562,CUST-00000681,SP-00000009,575.01,2023-10-10,2023-11-09,ACCEPTED,
QUO-00000417,QUO-00000417,,CUST-00000220,SP-00000018,2018.14,2024-05-01,2024-05-31,EXPIRED,
QUO-00000418,QUO-00000418,LEAD-00000024,CUST-00000394,SP-00000001,615.14,2024-12-27,2025-01-26,DRAFT,
QUO-00000419,QUO-00000419,,CUST-00000976,SP-00000003,888.62,2025-04-03,2025-05-03,ACCEPTED,
QUO-00000420,QUO-00000420,LEAD-00002331,CUST-00000326,SP-00000004,1748.5,2024-03-15,2024-04-14,ACCEPTED,
QUO-00000421,QUO-00000421,LEAD-00000245,CUST-00000147,SP-00000012,67.65,2023-09-03,2023-10-03,ACCEPTED,
QUO-00000422,QUO-00000422,,CUST-00000814,SP-00000008,2584.4,2023-09-03,2023-10-03,SENT,
QUO-00000423,QUO-00000423,LEAD-00002069,CUST-00000039,SP-00000014,683.12,2024-01-09,2024-02-08,REJECTED,
QUO-00000424,QUO-00000424,LEAD-00002447,CUST-00000960,SP-00000019,1058.11,2025-03-24,2025-04-23,REJECTED,
QUO-00000425,QUO-00000425,LEAD-00002327,CUST-00000839,SP-00000003,2972.04,2023-12-24,2024-01-23,ACCEPTED,
QUO-00000426,QUO-00000426,LEAD-00001344,CUST-00000224,SP-00000012,3492.85,2023-09-30,2023-10-30,REJECTED,
QUO-00000427,QUO-00000427,,CUST-00000997,SP-00000012,624.56,2024-11-06,2024-12-06,ACCEPTED,
QUO-00000428,QUO-00000428,LEAD-00000671,CUST-00000557,SP-00000002,224.95,2023-11-23,2023-12-23,EXPIRED,
QUO-00000429,QUO-00000429,LEAD-00001749,CUST-00000708,SP-00000012,6057.72,2024-07-13,2024-08-12,ACCEPTED,
QUO-00000430,QUO-00000430,,CUST-00000643,SP-00000001,1066.45,2024-03-22,2024-04-21,ACCEPTED,
QUO-00000431,QUO-00000431,,CUST-00000864,SP-00000002,40.77,2025-01-17,2025-02-16,ACCEPTED,
QUO-00000432,QUO-00000432,LEAD-00001429,CUST-00000195,SP-00000020,4649.83,2025-05-12,2025-06-11,ACCEPTED,
QUO-00000433,QUO-00000433,LEAD-00000947,CUST-00000629,SP-00000011,27.68,2024-09-12,2024-10-12,ACCEPTED,
QUO-00000434,QUO-00000434,LEAD-00002020,CUST-00000913,SP-00000013,2960.04,2024-12-14,2025-01-13,REJECTED,
QUO-00000435,QUO-00000435,,CUST-00000467,SP-00000019,1031.38,2024-05-25,2024-06-24,ACCEPTED,
QUO-00000436,QUO-00000436,,CUST-00000227,SP-00000020,474.0,2024-03-29,2024-04-28,SENT,
QUO-00000437,QUO-00000437,LEAD-00002314,CUST-00000498,SP-00000006,38.82,2024-03-27,2024-04-26,REJECTED,
QUO-00000438,QUO-00000438,LEAD-00000816,CUST-00000838,SP-00000016,3852.24,2023-07-21,2023-08-20,ACCEPTED,
QUO-00000439,QUO-00000439,,CUST-00000819,SP-00000013,2031.26,2024-12-21,2025-01-20,ACCEPTED,
QUO-00000440,QUO-00000440,,CUST-00000436,SP-00000014,356.42,2024-01-17,2024-02-16,SENT,
QUO-00000441,QUO-00000441,,CUST-00000777,SP-00000016,1761.88,2024-07-31,2024-08-30,ACCEPTED,
QUO-00000442,QUO-00000442,,CUST-00000553,SP-00000008,602.52,2023-11-25,2023-12-25,ACCEPTED,
QUO-00000443,QUO-00000443,LEAD-00001750,CUST-00000940,SP-00000012,102.47,2025-05-14,2025-06-13,ACCEPTED,
