po_id,po_number,supplier_id,product_id,quantity,unit_cost,total_cost,order_date,expected_receipt_date,actual_receipt_date,status,created_by
PO-00000201,PO-00000201,SUP-00000051,PRD-00000341,20,50.81,1016.2,2023-07-08,2023-07-27,2023-07-30,COMPLETED,
PO-00000202,PO-00000202,SUP-00000017,PRD-00000478,200,13.44,2688.0,2025-03-10,2025-03-30,2025-04-04,COMPLETED,
PO-00000203,PO-00000203,SUP-00000029,PRD-00000162,100,6.01,601.0,2024-07-22,2024-08-17,2024-08-23,COMPLETED,
PO-00000204,PO-00000204,SUP-00000098,PRD-00000448,20,9.81,196.20000000000002,2024-08-15,2024-09-14,2024-09-13,COMPLETED,
PO-00000205,PO-00000205,SUP-00000024,PRD-00000014,75,8.16,612.0,2024-03-11,2024-03-29,2024-04-08,COMPLETED,
PO-00000206,PO-00000206,SUP-00000063,PRD-00000264,50,171.84,8592.0,2025-04-14,2025-05-01,2025-05-07,COMPLETED,
PO-00000207,PO-00000207,SUP-00000063,PRD-00000448,100,12.45,1245.0,2024-02-25,2024-03-22,2024-03-19,COMPLETED,
PO-00000208,PO-00000208,SUP-00000098,PRD-00000179,200,33.33,6666.0,2023-10-11,2023-11-10,2023-11-11,COMPLETED,
PO-00000209,PO-00000209,SUP-00000047,PRD-00000365,10,39.41,394.09999999999997,2023-09-28,2023-10-14,2023-10-23,COMPLETED,
PO-00000210,PO-00000210,SUP-00000074,PRD-00000087,20,49.48,989.5999999999999,2025-01-04,2025-01-18,2025-01-18,COMPLETED,
PO-00000211,PO-00000211,SUP-00000015,PRD-00000386,20,31.02,620.4,2023-07-30,2023-08-11,,PENDING,
PO-00000212,PO-00000212,SUP-00000040,PRD-00000168,75,11.32,849.0,2024-03-20,2024-04-17,2024-04-15,COMPLETED,
PO-00000213,PO-00000213,SUP-00000051,PRD-00000341,200,48.55,9710.0,2024-06-05,2024-06-19,,PENDING,
PO-00000214,PO-00000214,SUP-00000026,PRD-00000393,20,8.83,176.6,2024-07-21,2024-08-19,2024-08-26,COMPLETED,
PO-00000215,PO-00000215,SUP-00000085,PRD-00000335,50,15.57,778.5,2023-10-27,2023-11-12,2023-11-09,COMPLETED,
PO-00000216,PO-00000216,SUP-00000089,PRD-00000175,20,15.03,300.59999999999997,2023-11-08,2023-11-25,,PENDING,
PO-00000217,PO-00000217,SUP-00000064,PRD-00000296,75,1.69,126.75,2024-12-30,2025-01-12,2025-01-20,COMPLETED,
PO-00000218,PO-00000218,SUP-00000090,PRD-00000164,25,33.86,846.5,2025-03-08,2025-04-02,2025-04-09,COMPLETED,
PO-00000219,PO-00000219,SUP-00000072,PRD-00000005,100,45.31,4531.0,2024-04-29,2024-05-13,2024-05-22,COMPLETED,
PO-00000220,PO-00000220,SUP-00000027,PRD-00000076,25,23.31,582.75,2023-08-05,2023-08-31,2023-08-29,COMPLETED,
PO-00000221,PO-00000221,SUP-00000094,PRD-00000141,50,56.45,2822.5,2024-07-20,2024-07-28,,CANCELLED,
PO-00000222,PO-00000222,SUP-00000091,PRD-00000171,50,5.45,272.5,2024-02-16,2024-03-16,2024-03-16,COMPLETED,
PO-00000223,PO-00000223,SUP-00000068,PRD-00000439,150,12.2,1830.0,2025-05-06,2025-05-18,,CANCELLED,
PO-00000224,PO-00000224,SUP-00000011,PRD-00000281,100,8.17,817.0,2024-10-27,2024-11-14,2024-11-21,COMPLETED,
PO-00000225,PO-00000225,SUP-00000007,PRD-00000037,75,18.34,1375.5,2024-01-16,2024-02-14,,PENDING,
PO-00000226,PO-00000226,SUP-00000001,PRD-00000202,25,4.98,124.50000000000001,2025-02-14,2025-02-22,2025-02-26,COMPLETED,
PO-00000227,PO-00000227,SUP-00000098,PRD-00000235,25,26.55,663.75,2024-11-06,2024-11-22,,PENDING,
PO-00000228,PO-00000228,SUP-00000002,PRD-00000108,50,53.74,2687.0,2023-07-10,2023-07-28,2023-07-26,COMPLETED,
PO-00000229,PO-00000229,SUP-00000043,PRD-00000348,150,60.25,9037.5,2024-09-10,2024-10-08,2024-10-04,COMPLETED,
PO-00000230,PO-00000230,SUP-00000027,PRD-00000050,200,24.9,4980.0,2023-08-23,2023-09-02,,CANCELLED,
PO-00000231,PO-00000231,SUP-00000035,PRD-00000333,150,3.14,471.0,2025-04-03,2025-05-03,2025-04-29,COMPLETED,
PO-00000232,PO-00000232,SUP-00000090,PRD-00000061,150,49.7,7455.0,2025-03-02,2025-03-14,2025-03-21,COMPLETED,
PO-00000233,PO-00000233,SUP-00000081,PRD-00000398,20,14.54,290.79999999999995,2025-04-26,2025-05-15,2025-05-24,COMPLETED,
PO-00000234,PO-00000234,SUP-00000016,PRD-00000189,20,104.32,2086.3999999999996,2023-11-02,2023-11-24,2023-11-26,COMPLETED,
PO-00000235,PO-00000235,SUP-00000060,PRD-00000012,200,3.33,666.0,2023-10-05,2023-10-30,2023-11-09,COMPLETED,
PO-00000236,PO-00000236,SUP-00000083,PRD-00000331,150,4.11,616.5,2023-11-06,2023-11-16,2023-11-16,COMPLETED,
PO-00000237,PO-00000237,SUP-00000066,PRD-00000208,150,12.67,1900.5,2024-12-31,2025-01-23,2025-01-21,COMPLETED,
PO-00000238,PO-00000238,SUP-00000015,PRD-00000386,20,28.33,566.5999999999999,2025-03-05,2025-04-03,2025-04-12,COMPLETED,
PO-00000239,PO-00000239,SUP-00000064,PRD-00000410,20,23.09,461.8,2025-02-08,2025-02-21,2025-02-18,COMPLETED,
PO-00000240,PO-00000240,SUP-00000074,PRD-00000288,10,10.66,106.6,2023-11-05,2023-11-28,2023-11-28,COMPLETED,
PO-00000241,PO-00000241,SUP-00000037,PRD-00000217,50,2.11,105.5,2024-12-13,2024-12-29,2025-01-07,COMPLETED,
PO-00000242,PO-00000242,SUP-00000031,PRD-00000072,100,50.97,5097.0,2024-06-25,2024-07-21,2024-07-22,COMPLETED,
PO-00000243,PO-00000243,SUP-00000053,PRD-00000353,10,8.47,84.7,2024-01-09,2024-01-20,2024-01-21,COMPLETED,
PO-00000244,PO-00000244,SUP-00000046,PRD-00000491,50,5.63,281.5,2024-04-10,2024-04-21,2024-04-29,COMPLETED,
PO-00000245,PO-00000245,SUP-00000063,PRD-00000039,75,15.97,1197.75,2023-12-15,2024-01-03,2024-01-06,COMPLETED,
PO-00000246,PO-00000246,SUP-00000099,PRD-00000347,25,42.95,1073.75,2023-09-11,2023-10-08,2023-10-09,COMPLETED,
PO-00000247,PO-00000247,SUP-00000057,PRD-00000366,25,19.14,478.5,2023-12-05,2023-12-22,,CANCELLED,
PO-00000248,PO-00000248,SUP-00000002,PRD-00000223,10,90.47,904.7,2024-03-10,2024-03-19,2024-03-17,COMPLETED,
PO-00000249,PO-00000249,SUP-00000023,PRD-00000351,20,74.31,1486.2,2023-09-30,2023-10-18,,PENDING,
PO-00000250,PO-00000250,SUP-00000012,PRD-00000399,25,17.63,440.75,2024-02-17,2024-03-03,2024-03-10,COMPLETED,
PO-00000251,PO-00000251,SUP-00000048,PRD-00000497,150,3.14,471.0,2023-11-04,2023-11-16,2023-11-20,COMPLETED,
PO-00000252,PO-00000252,SUP-00000076,PRD-00000302,20,46.5,930.0,2025-02-05,2025-02-21,2025-02-19,COMPLETED,
PO-00000253,PO-00000253,SUP-00000016,PRD-00000460,25,4.66,116.5,2024-08-02,2024-08-14,2024-08-21,COMPLETED,
PO-00000254,PO-00000254,SUP-00000009,PRD-00000245,75,44.24,3318.0,2024-12-07,2025-01-05,2025-01-04,COMPLETED,
PO-00000255,PO-00000255,SUP-00000017,PRD-00000074,75,19.3,1447.5,2025-04-15,2025-05-03,2025-05-05,COMPLETED,
PO-00000256,PO-00000256,SUP-00000075,PRD-00000348,200,46.85,9370.0,2024-06-27,2024-07-18,2024-07-21,COMPLETED,
PO-00000257,PO-00000257,SUP-00000016,PRD-00000488,50,11.32,566.0,2023-09-28,2023-10-14,2023-10-19,COMPLETED,
PO-00000258,PO-00000258,SUP-00000072,PRD-00000433,20,7.71,154.2,2024-03-02,2024-03-11,2024-03-07,COMPLETED,
PO-00000259,PO-00000259,SUP-00000011,PRD-00000044,200,31.89,6378.0,2023-07-11,2023-07-31,2023-07-30,COMPLETED,
PO-00000260,PO-00000260,SUP-00000004,PRD-00000246,20,21.95,439.0,2025-03-23,2025-04-05,,PENDING,
PO-00000261,PO-00000261,SUP-00000024,PRD-00000382,150,51.55,7732.5,2024-06-18,2024-07-02,,CANCELLED,
PO-00000262,PO-00000262,SUP-00000053,PRD-00000339,10,28.97,289.7,2023-12-20,2024-01-17,,PENDING,
PO-00000263,PO-00000263,SUP-00000023,PRD-00000392,25,40.1,1002.5,2023-11-14,2023-12-07,2023-12-03,COMPLETED,
PO-00000264,PO-00000264,SUP-00000059,PRD-00000217,150,2.01,301.49999999999994,2023-10-24,2023-11-10,,PENDING,
PO-00000265,PO-00000265,SUP-00000004,PRD-00000128,20,10.43,208.6,2024-11-06,2024-11-22,2024-11-17,COMPLETED,
PO-00000266,PO-00000266,SUP-00000078,PRD-00000378,50,13.43,671.5,2025-04-19,2025-05-12,2025-05-08,COMPLETED,
PO-00000267,PO-00000267,SUP-00000083,PRD-00000479,200,11.7,2340.0,2023-07-07,2023-08-02,2023-08-06,COMPLETED,
PO-00000268,PO-00000268,SUP-00000097,PRD-00000182,10,44.26,442.59999999999997,2024-01-07,2024-01-26,2024-01-24,COMPLETED,
PO-00000269,PO-00000269,SUP-00000009,PRD-00000221,50,50.62,2531.0,2024-12-08,2024-12-19,2024-12-29,COMPLETED,
PO-00000270,PO-00000270,SUP-00000064,PRD-00000004,75,24.99,1874.2499999999998,2024-08-08,2024-08-26,2024-09-03,COMPLETED,
PO-00000271,PO-00000271,SUP-00000091,PRD-00000457,75,2.15,161.25,2024-09-22,2024-10-20,2024-10-20,COMPLETED,
PO-00000272,PO-00000272,SUP-00000031,PRD-00000072,150,42.26,6339.0,2024-01-20,2024-01-30,2024-01-26,COMPLETED,
PO-00000273,PO-00000273,SUP-00000092,PRD-00000069,150,120.15,18022.5,2023-08-02,2023-08-14,2023-08-24,COMPLETED,
PO-00000274,PO-00000274,SUP-00000066,PRD-00000492,75,3.37,252.75,2024-11-12,2024-12-06,2024-12-05,COMPLETED,
PO-00000275,PO-00000275,SUP-00000003,PRD-00000167,150,40.31,6046.5,2023-10-19,2023-10-26,2023-11-01,COMPLETED,
PO-00000276,PO-00000276,SUP-00000050,PRD-00000257,50,1.97,98.5,2024-06-15,2024-07-05,,CANCELLED,
PO-00000277,PO-00000277,SUP-00000054,PRD-00000378,150,11.69,1753.5,2024-04-14,2024-05-06,2024-05-14,COMPLETED,
PO-00000278,PO-00000278,SUP-00000072,PRD-00000127,25,54.03,1350.75,2024-01-08,2024-01-22,2024-01-20,COMPLETED,
PO-00000279,PO-00000279,SUP-00000096,PRD-00000443,50,17.98,899.0,2024-09-12,2024-09-25,2024-09-23,COMPLETED,
PO-00000280,PO-00000280,SUP-00000092,PRD-00000359,50,19.8,990.0,2025-02-25,2025-03-24,2025-03-26,COMPLETED,
PO-00000281,PO-00000281,SUP-00000059,PRD-00000062,150,38.17,5725.5,2024-01-13,2024-01-24,2024-01-25,COMPLETED,
PO-00000282,PO-00000282,SUP-00000036,PRD-00000047,150,47.77,7165.500000000001,2024-05-09,2024-06-07,2024-06-09,COMPLETED,
PO-00000283,PO-00000283,SUP-00000094,PRD-00000114,150,18.1,2715.0,2024-12-04,2024-12-24,2024-12-28,COMPLETED,
PO-00000284,PO-00000284,SUP-00000030,PRD-00000057,100,2.49,249.00000000000003,2024-06-24,2024-07-23,2024-07-28,COMPLETED,
PO-00000285,PO-00000285,SUP-00000093,PRD-00000459,25,25.39,634.75,2023-08-23,2023-09-20,2023-09-21,COMPLETED,
PO-00000286,PO-00000286,SUP-00000007,PRD-00000147,75,46.51,3488.25,2023-10-12,2023-11-01,2023-11-11,COMPLETED,
PO-00000287,PO-00000287,SUP-00000009,PRD-00000187,75,38.85,2913.75,2025-05-16,2025-05-23,2025-05-22,COMPLETED,
PO-00000288,PO-00000288,SUP-00000098,PRD-00000170,100,30.29,3029.0,2025-02-23,2025-03-18,2025-03-20,COMPLETED,
PO-00000289,PO-00000289,SUP-00000035,PRD-00000333,50,2.79,139.5,2023-09-28,2023-10-08,2023-10-06,COMPLETED,
PO-00000290,PO-00000290,SUP-00000080,PRD-00000022,50,47.53,2376.5,2023-10-10,2023-10-19,,PENDING,
PO-00000291,PO-00000291,SUP-00000081,PRD-00000317,75,21.07,1580.25,2024-01-23,2024-02-16,2024-02-12,COMPLETED,
PO-00000292,PO-00000292,SUP-00000019,PRD-00000066,150,30.21,4531.5,2024-03-15,2024-04-08,,CANCELLED,
PO-00000293,PO-00000293,SUP-00000093,PRD-00000459,200,31.27,6254.0,2023-10-29,2023-11-18,2023-11-26,COMPLETED,
PO-00000294,PO-00000294,SUP-00000034,PRD-00000269,10,84.02,840.1999999999999,2024-04-06,2024-05-05,,PENDING,
PO-00000295,PO-00000295,SUP-00000066,PRD-00000149,10,118.8,1188.0,2024-01-11,2024-02-10,2024-02-20,COMPLETED,
PO-00000296,PO-00000296,SUP-00000023,PRD-00000351,25,77.16,1929.0,2024-12-03,2024-12-22,2024-12-29,COMPLETED,
PO-00000297,PO-00000297,SUP-00000024,PRD-00000206,50,18.02,901.0,2023-12-11,2024-01-05,2023-12-31,COMPLETED,
PO-00000298,PO-00000298,SUP-00000007,PRD-00000451,75,5.02,376.49999999999994,2024-02-11,2024-02-27,2024-02-25,COMPLETED,
PO-00000299,PO-00000299,SUP-00000019,PRD-00000088,10,13.51,135.1,2024-04-24,2024-05-02,2024-05-05,COMPLETED,
PO-00000300,PO-00000300,SUP-00000043,PRD-00000475,75,37.88,2841.0,2023-08-22,2023-09-18,,CANCELLED,
PO-00000301,PO-00000301,SUP-00000051,PRD-00000422,20,37.39,747.8,2024-06-20,2024-07-17,2024-07-23,COMPLETED,
PO-00000302,PO-00000302,SUP-00000003,PRD-00000167,75,49.36,3702.0,2024-08-22,2024-09-17,2024-09-13,COMPLETED,
PO-00000303,PO-00000303,SUP-00000098,PRD-00000321,100,7.04,704.0,2024-04-12,2024-04-24,2024-04-19,COMPLETED,
PO-00000304,PO-00000304,SUP-00000081,PRD-00000276,20,23.86,477.2,2024-07-26,2024-08-22,2024-08-23,COMPLETED,
PO-00000305,PO-00000305,SUP-00000083,PRD-00000419,50,30.55,1527.5,2024-01-25,2024-02-19,2024-02-26,COMPLETED,
PO-00000306,PO-00000306,SUP-00000069,PRD-00000080,50,6.45,322.5,2024-09-17,2024-10-05,2024-10-15,COMPLETED,
PO-00000307,PO-00000307,SUP-00000090,PRD-00000048,25,12.55,313.75,2023-12-28,2024-01-10,2024-01-10,COMPLETED,
PO-00000308,PO-00000308,SUP-00000026,PRD-00000332,10,3.18,31.8,2023-12-29,2024-01-17,2024-01-18,COMPLETED,
PO-00000309,PO-00000309,SUP-00000035,PRD-00000036,20,23.77,475.4,2024-10-08,2024-11-04,,CANCELLED,
PO-00000310,PO-00000310,SUP-00000088,PRD-00000052,10,3.46,34.6,2024-07-21,2024-08-09,2024-08-04,COMPLETED,
PO-00000311,PO-00000311,SUP-00000095,PRD-00000391,25,91.29,2282.25,2023-09-24,2023-10-09,2023-10-04,COMPLETED,
PO-00000312,PO-00000312,SUP-00000068,PRD-00000406,20,18.87,377.40000000000003,2024-06-11,2024-07-10,2024-07-09,COMPLETED,
PO-00000313,PO-00000313,SUP-00000004,PRD-00000246,25,21.21,530.25,2024-11-02,2024-11-13,2024-11-16,COMPLETED,
PO-00000314,PO-00000314,SUP-00000041,PRD-00000322,10,6.32,63.2,2023-10-14,2023-11-07,2023-11-15,COMPLETED,
PO-00000315,PO-00000315,SUP-00000006,PRD-00000073,50,7.98,399.0,2024-09-10,2024-09-29,2024-10-03,COMPLETED,
PO-00000316,PO-00000316,SUP-00000027,PRD-00000116,150,23.56,3534.0,2023-10-24,2023-11-15,2023-11-13,COMPLETED,
PO-00000317,PO-00000317,SUP-00000076,PRD-00000115,75,31.14,2335.5,2025-03-22,2025-04-08,2025-04-05,COMPLETED,
PO-00000318,PO-00000318,SUP-00000093,PRD-00000459,25,26.76,669.0,2024-12-25,2025-01-11,2025-01-19,COMPLETED,
PO-00000319,PO-00000319,SUP-00000086,PRD-00000077,75,21.29,1596.75,2024-04-19,2024-05-07,,PENDING,
PO-00000320,PO-00000320,SUP-00000088,PRD-00000139,100,35.13,3513.0000000000005,2023-09-17,2023-09-24,,PENDING,
PO-00000321,PO-00000321,SUP-00000086,PRD-00000077,25,19.22,480.5,2024-08-03,2024-08-24,2024-09-03,COMPLETED,
PO-00000322,PO-00000322,SUP-00000058,PRD-00000418,20,13.65,273.0,2024-04-11,2024-04-22,2024-04-21,COMPLETED,
PO-00000323,PO-00000323,SUP-00000058,PRD-00000094,100,8.35,835.0,2024-09-07,2024-09-29,2024-10-07,COMPLETED,
PO-00000324,PO-00000324,SUP-00000054,PRD-00000309,25,112.53,2813.25,2025-04-30,2025-05-14,2025-05-24,COMPLETED,
PO-00000325,PO-00000325,SUP-00000081,PRD-00000276,200,22.45,4490.0,2024-02-21,2024-03-11,2024-03-19,COMPLETED,
PO-00000326,PO-00000326,SUP-00000076,PRD-00000270,20,6.33,126.6,2023-07-03,2023-07-16,,CANCELLED,
PO-00000327,PO-00000327,SUP-00000003,PRD-00000009,200,20.25,4050.0,2023-10-21,2023-10-29,,PENDING,
PO-00000328,PO-00000328,SUP-00000066,PRD-00000185,75,128.44,9633.0,2025-01-15,2025-02-04,2025-02-06,COMPLETED,
PO-00000329,PO-00000329,SUP-00000072,PRD-00000029,25,104.04,2601.0,2023-11-24,2023-12-13,2023-12-21,COMPLETED,
PO-00000330,PO-00000330,SUP-00000086,PRD-00000191,20,90.6,1812.0,2023-09-14,2023-10-06,2023-10-06,COMPLETED,
PO-00000331,PO-00000331,SUP-00000081,PRD-00000016,100,1.6,160.0,2024-03-07,2024-03-16,2024-03-24,COMPLETED,
PO-00000332,PO-00000332,SUP-00000091,PRD-00000077,200,22.1,4420.0,2024-12-22,2025-01-20,,PENDING,
PO-00000333,PO-00000333,SUP-00000064,PRD-00000241,100,7.91,791.0,2025-04-21,2025-05-20,2025-05-18,COMPLETED,
PO-00000334,PO-00000334,SUP-00000069,PRD-00000080,10,6.2,62.0,2023-12-25,2024-01-17,2024-01-24,COMPLETED,
PO-00000335,PO-00000335,SUP-00000061,PRD-00000427,200,54.28,10856.0,2024-03-21,2024-04-15,2024-04-17,COMPLETED,
PO-00000336,PO-00000336,SUP-00000037,PRD-00000217,75,2.61,195.75,2024-12-16,2025-01-04,,CANCELLED,
PO-00000337,PO-00000337,SUP-00000037,PRD-00000065,150,125.11,18766.5,2024-02-10,2024-02-29,2024-02-26,COMPLETED,
PO-00000338,PO-00000338,SUP-00000059,PRD-00000419,200,32.2,6440.000000000001,2025-04-29,2025-05-26,2025-06-02,COMPLETED,
PO-00000339,PO-00000339,SUP-00000070,PRD-00000085,100,43.08,4308.0,2024-01-16,2024-01-31,2024-01-28,COMPLETED,
PO-00000340,PO-00000340,SUP-00000033,PRD-00000186,10,27.48,274.8,2023-12-14,2024-01-07,2024-01-08,COMPLETED,
PO-00000341,PO-00000341,SUP-00000084,PRD-00000306,75,22.32,1674.0,2024-01-23,2024-02-19,,PENDING,
PO-00000342,PO-00000342,SUP-00000049,PRD-00000124,20,34.56,691.2,2025-01-29,2025-02-06,2025-02-16,COMPLETED,
PO-00000343,PO-00000343,SUP-00000087,PRD-00000024,100,162.76,16276.0,2024-05-12,2024-05-19,,CANCELLED,
PO-00000344,PO-00000344,SUP-00000074,PRD-00000385,150,134.98,20247.0,2024-05-18,2024-06-06,2024-06-05,COMPLETED,
PO-00000345,PO-00000345,SUP-00000003,PRD-00000360,100,5.42,542.0,2024-11-27,2024-12-07,2024-12-06,COMPLETED,
PO-00000346,PO-00000346,SUP-00000091,PRD-00000013,200,2.64,528.0,2023-08-08,2023-08-24,2023-09-02,COMPLETED,
PO-00000347,PO-00000347,SUP-00000038,PRD-00000041,20,7.75,155.0,2024-02-23,2024-03-07,2024-03-06,COMPLETED,
PO-00000348,PO-00000348,SUP-00000054,PRD-00000394,100,22.57,2257.0,2023-11-12,2023-11-29,2023-12-07,COMPLETED,
PO-00000349,PO-00000349,SUP-00000088,PRD-00000021,150,53.82,8073.0,2025-03-17,2025-04-12,2025-04-11,COMPLETED,
PO-00000350,PO-00000350,SUP-00000089,PRD-00000291,20,5.41,108.2,2023-11-24,2023-12-10,2023-12-07,COMPLETED,
PO-00000351,PO-00000351,SUP-00000056,PRD-00000256,200,1.46,292.0,2024-04-28,2024-05-10,2024-05-16,COMPLETED,
PO-00000352,PO-00000352,SUP-00000100,PRD-00000181,20,54.38,1087.6000000000001,2024-10-14,2024-10-29,,CANCELLED,
PO-00000353,PO-00000353,SUP-00000054,PRD-00000132,25,4.43,110.75,2025-02-02,2025-02-24,2025-02-28,COMPLETED,
PO-00000354,PO-00000354,SUP-00000024,PRD-00000206,25,19.74,493.49999999999994,2024-12-06,2025-01-01,,PENDING,
PO-00000355,PO-00000355,SUP-00000004,PRD-00000192,150,44.09,6613.500000000001,2024-03-26,2024-04-23,2024-04-19,COMPLETED,
PO-00000356,PO-00000356,SUP-00000089,PRD-00000380,10,4.92,49.2,2023-10-16,2023-11-01,2023-11-08,COMPLETED,
PO-00000357,PO-00000357,SUP-00000012,PRD-00000438,50,11.24,562.0,2024-10-16,2024-11-13,2024-11-22,COMPLETED,
PO-00000358,PO-00000358,SUP-00000016,PRD-00000240,20,5.28,105.60000000000001,2023-10-19,2023-11-07,2023-11-08,COMPLETED,
PO-00000359,PO-00000359,SUP-00000024,PRD-00000206,20,18.91,378.2,2025-03-10,2025-04-01,2025-04-11,COMPLETED,
PO-00000360,PO-00000360,SUP-00000084,PRD-00000059,200,24.58,4916.0,2023-12-07,2023-12-29,2023-12-30,COMPLETED,
PO-00000361,PO-00000361,SUP-00000097,PRD-00000164,10,39.11,391.1,2024-07-24,2024-08-01,,PENDING,
PO-00000362,PO-00000362,SUP-00000033,PRD-00000186,200,27.22,5444.0,2024-02-02,2024-02-09,,PENDING,
PO-00000363,PO-00000363,SUP-00000023,PRD-00000351,75,72.28,5421.0,2023-12-28,2024-01-06,2024-01-09,COMPLETED,
PO-00000364,PO-00000364,SUP-00000066,PRD-00000208,75,13.99,1049.25,2024-10-05,2024-10-25,2024-10-28,COMPLETED,
PO-00000365,PO-00000365,SUP-00000042,PRD-00000095,20,18.05,361.0,2024-09-11,2024-09-28,,PENDING,
PO-00000366,PO-00000366,SUP-00000041,PRD-00000153,50,9.4,470.0,2024-09-02,2024-09-24,2024-09-24,COMPLETED,
PO-00000367,PO-00000367,SUP-00000077,PRD-00000495,100,18.36,1836.0,2025-02-04,2025-02-23,2025-02-24,COMPLETED,
PO-00000368,PO-00000368,SUP-00000061,PRD-00000040,25,5.2,130.0,2024-05-20,2024-05-27,2024-06-05,COMPLETED,
PO-00000369,PO-00000369,SUP-00000083,PRD-00000479,200,15.4,3080.0,2023-10-25,2023-11-22,2023-11-17,COMPLETED,
PO-00000370,PO-00000370,SUP-00000026,PRD-00000231,200,94.0,18800.0,2025-02-12,2025-02-22,2025-02-23,COMPLETED,
PO-00000371,PO-00000371,SUP-00000064,PRD-00000216,150,1.58,237.0,2024-01-31,2024-02-13,,CANCELLED,
PO-00000372,PO-00000372,SUP-00000064,PRD-00000296,100,2.19,219.0,2023-07-17,2023-08-02,,PENDING,
PO-00000373,PO-00000373,SUP-00000041,PRD-00000258,200,13.94,2788.0,2024-10-09,2024-10-29,2024-11-04,COMPLETED,
PO-00000374,PO-00000374,SUP-00000072,PRD-00000425,100,99.28,9928.0,2023-12-28,2024-01-18,2024-01-18,COMPLETED,
PO-00000375,PO-00000375,SUP-00000059,PRD-00000284,25,27.01,675.25,2024-07-25,2024-08-10,2024-08-18,COMPLETED,
PO-00000376,PO-00000376,SUP-00000077,PRD-00000325,20,54.32,1086.4,2023-10-15,2023-10-24,2023-11-01,COMPLETED,
PO-00000377,PO-00000377,SUP-00000057,PRD-00000054,20,7.48,149.60000000000002,2024-11-27,2024-12-22,2024-12-26,COMPLETED,
PO-00000378,PO-00000378,SUP-00000060,PRD-00000437,50,13.96,698.0,2024-10-08,2024-11-01,2024-11-02,COMPLETED,
PO-00000379,PO-00000379,SUP-00000068,PRD-00000439,20,12.43,248.6,2024-10-18,2024-11-07,,PENDING,
PO-00000380,PO-00000380,SUP-00000083,PRD-00000331,150,3.68,552.0,2024-07-18,2024-08-01,2024-08-04,COMPLETED,
PO-00000381,PO-00000381,SUP-00000007,PRD-00000451,75,5.98,448.50000000000006,2024-08-28,2024-09-25,2024-10-03,COMPLETED,
PO-00000382,PO-00000382,SUP-00000050,PRD-00000017,10,1.94,19.4,2024-07-18,2024-08-10,2024-08-15,COMPLETED,
PO-00000383,PO-00000383,SUP-00000004,PRD-00000172,150,2.87,430.5,2024-08-04,2024-08-17,2024-08-24,COMPLETED,
PO-00000384,PO-00000384,SUP-00000072,PRD-00000425,150,99.87,14980.5,2025-04-12,2025-05-01,,CANCELLED,
PO-00000385,PO-00000385,SUP-00000089,PRD-00000089,100,15.85,1585.0,2024-09-20,2024-10-04,2024-10-03,COMPLETED,
PO-00000386,PO-00000386,SUP-00000059,PRD-00000259,150,33.19,4978.5,2025-04-03,2025-04-18,2025-04-18,COMPLETED,
PO-00000387,PO-00000387,SUP-00000052,PRD-00000486,50,19.5,975.0,2023-07-27,2023-08-16,2023-08-15,COMPLETED,
PO-00000388,PO-00000388,SUP-00000082,PRD-00000015,20,16.04,320.79999999999995,2023-07-26,2023-08-25,2023-09-03,COMPLETED,
PO-00000389,PO-00000389,SUP-00000077,PRD-00000325,25,42.58,1064.5,2024-02-13,2024-02-29,2024-03-02,COMPLETED,
PO-00000390,PO-00000390,SUP-00000005,PRD-00000372,75,4.16,312.0,2024-04-07,2024-04-16,,PENDING,
PO-00000391,PO-00000391,SUP-00000041,PRD-00000322,20,4.96,99.2,2025-03-02,2025-03-12,2025-03-16,COMPLETED,
PO-00000392,PO-00000392,SUP-00000098,PRD-00000135,20,11.17,223.4,2024-07-05,2024-07-18,2024-07-28,COMPLETED,
PO-00000393,PO-00000393,SUP-00000029,PRD-00000408,150,10.44,1566.0,2025-04-01,2025-04-10,2025-04-18,COMPLETED,
PO-00000394,PO-00000394,SUP-00000096,PRD-00000193,200,9.61,1922.0,2024-01-01,2024-01-17,2024-01-17,COMPLETED,
PO-00000395,PO-00000395,SUP-00000041,PRD-00000338,20,14.77,295.4,2024-06-20,2024-07-12,,CANCELLED,
PO-00000396,PO-00000396,SUP-00000085,PRD-00000308,25,53.81,1345.25,2024-03-17,2024-03-27,2024-03-22,COMPLETED,
PO-00000397,PO-00000397,SUP-00000045,PRD-00000275,25,25.35,633.75,2024-07-08,2024-07-18,,PENDING,
PO-00000398,PO-00000398,SUP-00000081,PRD-00000016,25,1.65,41.25,2023-11-07,2023-11-22,2023-11-23,COMPLETED,
PO-00000399,PO-00000399,SUP-00000056,PRD-00000489,100,21.15,2115.0,2025-04-28,2025-05-14,2025-05-24,COMPLETED,
PO-00000400,PO-00000400,SUP-00000014,PRD-00000224,150,210.34,31551.0,2024-03-13,2024-03-25,2024-03-28,COMPLETED,
PO-00000401,PO-00000401,SUP-00000063,PRD-00000493,20,3.36,67.2,2025-02-21,2025-03-09,2025-03-10,COMPLETED,
PO-00000402,PO-00000402,SUP-00000095,PRD-00000489,150,22.3,3345.0,2024-09-06,2024-10-02,2024-10-07,COMPLETED,
PO-00000403,PO-00000403,SUP-00000031,PRD-00000319,150,14.89,2233.5,2025-01-31,2025-02-18,2025-02-15,COMPLETED,
