lead_id,lead_number,customer_id,salesperson_id,estimated_value,lead_date,lead_status,source,notes
LEAD-00000243,LEAD-00000243,CUST-00000172,SP-00000004,2500.0,2024-08-04,CONTACTED,Trade Show,
LEAD-00000244,LEAD-00000244,CUST-00000916,SP-00000007,10000.0,2025-06-29,CONTACTED,Email Campaign,
LEAD-00000245,LEAD-00000245,CUST-00000147,SP-00000012,1000.0,2024-03-06,QUALIFIED,Trade Show,
LEAD-00000246,LEAD-00000246,CUST-00000785,SP-00000010,5000.0,2024-05-10,LOST,Partner,
LEAD-00000247,LEAD-00000247,CUST-00000176,SP-00000020,10000.0,2024-06-29,LOST,Cold Call,
LEAD-00000248,LEAD-00000248,CUST-00000363,SP-00000011,1000.0,2024-12-23,CONTACTED,Website,
LEAD-00000249,LEAD-00000249,CUST-00000447,SP-00000012,25000.0,2024-03-15,NEW,Email Campaign,
LEAD-00000250,LEAD-00000250,CUST-00000835,SP-00000001,5000.0,2025-04-16,CONVERTED,Trade Show,
LEAD-00000251,LEAD-00000251,CUST-00000255,SP-00000005,10000.0,2024-11-08,QUALIFIED,Partner,
LEAD-00000252,LEAD-00000252,CUST-00000791,SP-00000001,1000.0,2023-11-18,LOST,Website,
LEAD-00000253,LEAD-00000253,CUST-00000791,SP-00000005,1000.0,2025-05-25,QUALIFIED,Partner,
LEAD-00000254,LEAD-00000254,CUST-00000009,SP-00000008,1000.0,2025-04-10,CONVERTED,Partner,
LEAD-00000255,LEAD-00000255,CUST-00000142,SP-00000017,10000.0,2024-12-28,QUALIFIED,Cold Call,
LEAD-00000256,LEAD-00000256,CUST-00000815,SP-00000002,25000.0,2024-01-02,LOST,Partner,
LEAD-00000257,LEAD-00000257,CUST-00000445,SP-00000001,500.0,2025-04-11,CONTACTED,Website,
LEAD-00000258,LEAD-00000258,CUST-00000434,SP-00000004,500.0,2024-12-18,CONTACTED,Website,
LEAD-00000259,LEAD-00000259,CUST-00000829,SP-00000013,50000.0,2025-02-17,LOST,Partner,
LEAD-00000260,LEAD-00000260,CUST-00000508,SP-00000016,25000.0,2025-04-19,CONTACTED,Referral,
LEAD-00000261,LEAD-00000261,CUST-00000916,SP-00000005,1000.0,2025-01-13,CONTACTED,Partner,
LEAD-00000262,LEAD-00000262,CUST-00000656,SP-00000016,5000.0,2024-01-27,LOST,Partner,
LEAD-00000263,LEAD-00000263,CUST-00000303,SP-00000005,500.0,2024-09-25,QUALIFIED,Partner,
LEAD-00000264,LEAD-00000264,CUST-00000895,SP-00000016,1000.0,2023-12-21,QUALIFIED,Partner,
LEAD-00000265,LEAD-00000265,CUST-00000964,SP-00000001,50000.0,2024-03-30,QUALIFIED,Referral,
LEAD-00000266,LEAD-00000266,CUST-00000406,SP-00000020,500.0,2024-09-22,LOST,Trade Show,
LEAD-00000267,LEAD-00000267,CUST-00000979,SP-00000006,25000.0,2024-02-03,QUALIFIED,Website,
LEAD-00000268,LEAD-00000268,CUST-00000777,SP-00000018,5000.0,2025-03-09,CONVERTED,Email Campaign,
LEAD-00000269,LEAD-00000269,CUST-00000085,SP-00000017,500.0,2025-02-07,CONVERTED,Website,
LEAD-00000270,LEAD-00000270,CUST-00000932,SP-00000016,2500.0,2024-05-22,CONTACTED,Referral,
LEAD-00000271,LEAD-00000271,CUST-00000732,SP-00000015,50000.0,2024-05-23,QUALIFIED,Cold Call,
LEAD-00000272,LEAD-00000272,CUST-00000881,SP-00000001,500.0,2024-03-14,LOST,Website,
LEAD-00000273,LEAD-00000273,CUST-00000178,SP-00000007,1000.0,2024-07-30,CONVERTED,Email Campaign,
LEAD-00000274,LEAD-00000274,CUST-00000388,SP-00000010,500.0,2023-09-09,CONTACTED,Email Campaign,
LEAD-00000275,LEAD-00000275,CUST-00000129,SP-00000016,5000.0,2025-04-28,NEW,Email Campaign,
LEAD-00000276,LEAD-00000276,CUST-00000609,SP-00000008,25000.0,2023-09-11,QUALIFIED,Partner,
LEAD-00000277,LEAD-00000277,CUST-00000677,SP-00000014,25000.0,2024-03-21,QUALIFIED,Referral,
LEAD-00000278,LEAD-00000278,CUST-00000443,SP-00000011,5000.0,2023-09-16,CONTACTED,Email Campaign,
LEAD-00000279,LEAD-00000279,CUST-00000612,SP-00000016,1000.0,2025-02-24,QUALIFIED,Website,
LEAD-00000280,LEAD-00000280,CUST-00000616,SP-00000001,500.0,2023-08-09,LOST,Email Campaign,
LEAD-00000281,LEAD-00000281,CUST-00000358,SP-00000012,2500.0,2023-07-12,CONTACTED,Cold Call,
LEAD-00000282,LEAD-00000282,CUST-00000772,SP-00000009,2500.0,2024-12-10,CONTACTED,Website,
LEAD-00000283,LEAD-00000283,CUST-00000902,SP-00000008,10000.0,2023-09-26,QUALIFIED,Cold Call,
LEAD-00000284,LEAD-00000284,CUST-00000100,SP-00000016,50000.0,2024-03-31,CONTACTED,Email Campaign,
LEAD-00000285,LEAD-00000285,CUST-00000904,SP-00000001,50000.0,2024-10-28,QUALIFIED,Referral,
LEAD-00000286,LEAD-00000286,CUST-00000146,SP-00000017,2500.0,2024-01-24,CONTACTED,Cold Call,
LEAD-00000287,LEAD-00000287,CUST-00000255,SP-00000013,1000.0,2024-01-20,NEW,Trade Show,
LEAD-00000288,LEAD-00000288,CUST-00000778,SP-00000015,5000.0,2023-12-02,LOST,Partner,
LEAD-00000289,LEAD-00000289,CUST-00000052,SP-00000015,1000.0,2024-07-30,LOST,Email Campaign,
LEAD-00000290,LEAD-00000290,CUST-00000249,SP-00000004,10000.0,2024-07-09,CONVERTED,Trade Show,
LEAD-00000291,LEAD-00000291,CUST-00000178,SP-00000004,10000.0,2024-09-18,NEW,Referral,
LEAD-00000292,LEAD-00000292,CUST-00000616,SP-00000012,5000.0,2024-02-04,QUALIFIED,Partner,
LEAD-00000293,LEAD-00000293,CUST-00000551,SP-00000016,2500.0,2024-01-07,NEW,Referral,
LEAD-00000294,LEAD-00000294,CUST-00000747,SP-00000010,10000.0,2023-08-28,QUALIFIED,Referral,
LEAD-00000295,LEAD-00000295,CUST-00000818,SP-00000009,1000.0,2024-07-30,CONVERTED,Email Campaign,
LEAD-00000296,LEAD-00000296,CUST-00000794,SP-00000006,5000.0,2024-02-12,CONVERTED,Trade Show,
LEAD-00000297,LEAD-00000297,CUST-00000261,SP-00000010,10000.0,2024-02-01,NEW,Website,
LEAD-00000298,LEAD-00000298,CUST-00000929,SP-00000001,50000.0,2024-07-14,LOST,Trade Show,
LEAD-00000299,LEAD-00000299,CUST-00000672,SP-00000017,10000.0,2024-08-03,NEW,Email Campaign,
LEAD-00000300,LEAD-00000300,CUST-00000231,SP-00000015,5000.0,2023-12-21,QUALIFIED,Cold Call,
LEAD-00000301,LEAD-00000301,CUST-00000325,SP-00000014,5000.0,2025-01-01,LOST,Cold Call,
LEAD-00000302,LEAD-00000302,CUST-00000200,SP-00000010,2500.0,2025-06-13,QUALIFIED,Cold Call,
LEAD-00000303,LEAD-00000303,CUST-00000852,SP-00000004,500.0,2024-10-18,NEW,Email Campaign,
LEAD-00000304,LEAD-00000304,CUST-00000023,SP-00000014,2500.0,2024-05-27,CONVERTED,Referral,
LEAD-00000305,LEAD-00000305,CUST-00000438,SP-00000010,5000.0,2023-11-15,NEW,Website,
LEAD-00000306,LEAD-00000306,CUST-00000268,SP-00000014,25000.0,2024-04-26,CONVERTED,Website,
LEAD-00000307,LEAD-00000307,CUST-00000156,SP-00000001,5000.0,2024-08-08,CONTACTED,Cold Call,
LEAD-00000308,LEAD-00000308,CUST-00000588,SP-00000014,5000.0,2024-10-09,CONTACTED,Website,
LEAD-00000309,LEAD-00000309,CUST-00000708,SP-00000007,2500.0,2024-02-19,CONVERTED,Partner,
LEAD-00000310,LEAD-00000310,CUST-00000278,SP-00000015,50000.0,2024-09-25,CONVERTED,Cold Call,
LEAD-00000311,LEAD-00000311,CUST-00000765,SP-00000006,1000.0,2024-08-10,QUALIFIED,Email Campaign,
LEAD-00000312,LEAD-00000312,CUST-00000395,SP-00000014,25000.0,2024-03-10,CONTACTED,Cold Call,
LEAD-00000313,LEAD-00000313,CUST-00000123,SP-00000006,500.0,2024-03-24,LOST,Email Campaign,
LEAD-00000314,LEAD-00000314,CUST-00000506,SP-00000016,50000.0,2024-08-23,CONTACTED,Partner,
LEAD-00000315,LEAD-00000315,CUST-00000658,SP-00000009,500.0,2024-03-15,QUALIFIED,Website,
LEAD-00000316,LEAD-00000316,CUST-00000406,SP-00000020,1000.0,2024-06-22,CONVERTED,Partner,
LEAD-00000317,LEAD-00000317,CUST-00000965,SP-00000020,25000.0,2023-11-05,NEW,Partner,
LEAD-00000318,LEAD-00000318,CUST-00000383,SP-00000014,2500.0,2023-12-29,QUALIFIED,Referral,
LEAD-00000319,LEAD-00000319,CUST-00000467,SP-00000018,500.0,2025-04-06,NEW,Referral,
LEAD-00000320,LEAD-00000320,CUST-00000265,SP-00000018,500.0,2025-06-24,CONTACTED,Cold Call,
LEAD-00000321,LEAD-00000321,CUST-00000481,SP-00000020,1000.0,2024-01-20,QUALIFIED,Email Campaign,
LEAD-00000322,LEAD-00000322,CUST-00000348,SP-00000002,1000.0,2025-04-01,LOST,Email Campaign,
LEAD-00000323,LEAD-00000323,CUST-00000396,SP-00000006,25000.0,2024-07-29,CONTACTED,Partner,
LEAD-00000324,LEAD-00000324,CUST-00000890,SP-00000004,2500.0,2023-09-30,CONTACTED,Partner,
LEAD-00000325,LEAD-00000325,CUST-00000993,SP-00000002,1000.0,2025-06-05,CONVERTED,Cold Call,
LEAD-00000326,LEAD-00000326,CUST-00000537,SP-00000011,500.0,2024-05-02,CONVERTED,Referral,
LEAD-00000327,LEAD-00000327,CUST-00000017,SP-00000003,500.0,2025-02-15,NEW,Cold Call,
LEAD-00000328,LEAD-00000328,CUST-00000972,SP-00000016,1000.0,2024-08-31,QUALIFIED,Referral,
LEAD-00000329,LEAD-00000329,CUST-00000693,SP-00000008,5000.0,2025-04-18,LOST,Cold Call,
LEAD-00000330,LEAD-00000330,CUST-00000426,SP-00000004,500.0,2024-06-07,CONTACTED,Partner,
LEAD-00000331,LEAD-00000331,CUST-00000290,SP-00000019,25000.0,2024-11-01,CONVERTED,Email Campaign,
LEAD-00000332,LEAD-00000332,CUST-00000895,SP-00000010,500.0,2023-07-04,QUALIFIED,Website,
LEAD-00000333,LEAD-00000333,CUST-00000849,SP-00000002,2500.0,2023-11-22,NEW,Trade Show,
LEAD-00000334,LEAD-00000334,CUST-00000022,SP-00000016,5000.0,2024-08-26,CONTACTED,Cold Call,
LEAD-00000335,LEAD-00000335,CUST-00000719,SP-00000004,10000.0,2024-12-26,CONTACTED,Cold Call,
LEAD-00000336,LEAD-00000336,CUST-00000297,SP-00000012,1000.0,2024-03-06,QUALIFIED,Cold Call,
LEAD-00000337,LEAD-00000337,CUST-00000233,SP-00000007,500.0,2023-08-16,CONVERTED,Partner,
LEAD-00000338,LEAD-00000338,CUST-00000848,SP-00000010,5000.0,2024-08-13,NEW,Referral,
LEAD-00000339,LEAD-00000339,CUST-00000089,SP-00000002,5000.0,2024-09-27,CONTACTED,Partner,
LEAD-00000340,LEAD-00000340,CUST-00000377,SP-00000008,1000.0,2025-02-11,CONTACTED,Website,
LEAD-00000341,LEAD-00000341,CUST-00000277,SP-00000010,500.0,2023-12-16,CONTACTED,Trade Show,
LEAD-00000342,LEAD-00000342,CUST-00000492,SP-00000019,10000.0,2025-01-16,NEW,Cold Call,
LEAD-00000343,LEAD-00000343,CUST-00000772,SP-00000005,500.0,2025-03-20,QUALIFIED,Partner,
LEAD-00000344,LEAD-00000344,CUST-00000202,SP-00000011,1000.0,2024-07-08,NEW,Website,
LEAD-00000345,LEAD-00000345,CUST-00000978,SP-00000020,10000.0,2024-10-07,LOST,Trade Show,
LEAD-00000346,LEAD-00000346,CUST-00000349,SP-00000010,25000.0,2024-08-13,CONTACTED,Partner,
LEAD-00000347,LEAD-00000347,CUST-00000058,SP-00000001,2500.0,2024-10-29,CONTACTED,Email Campaign,
LEAD-00000348,LEAD-00000348,CUST-00000471,SP-00000002,50000.0,2023-10-10,LOST,Partner,
LEAD-00000349,LEAD-00000349,CUST-00000532,SP-00000001,10000.0,2024-10-12,NEW,Trade Show,
LEAD-00000350,LEAD-00000350,CUST-00000103,SP-00000004,5000.0,2024-01-17,QUALIFIED,Website,
LEAD-00000351,LEAD-00000351,CUST-00000037,SP-00000003,500.0,2024-12-24,CONTACTED,Website,
LEAD-00000352,LEAD-00000352,CUST-00000381,SP-00000007,2500.0,2025-05-21,QUALIFIED,Cold Call,
LEAD-00000353,LEAD-00000353,CUST-00000999,SP-00000018,500.0,2023-08-16,CONVERTED,Trade Show,
LEAD-00000354,LEAD-00000354,CUST-00000419,SP-00000002,10000.0,2024-12-27,CONTACTED,Email Campaign,
LEAD-00000355,LEAD-00000355,CUST-00000976,SP-00000010,500.0,2025-03-07,LOST,Referral,
LEAD-00000356,LEAD-00000356,CUST-00000890,SP-00000018,2500.0,2023-10-17,CONVERTED,Trade Show,
LEAD-00000357,LEAD-00000357,CUST-00000270,SP-00000015,2500.0,2024-08-02,QUALIFIED,Partner,
LEAD-00000358,LEAD-00000358,CUST-00000369,SP-00000016,10000.0,2023-12-18,CONTACTED,Partner,
LEAD-00000359,LEAD-00000359,CUST-00000750,SP-00000003,50000.0,2025-01-06,NEW,Trade Show,
LEAD-00000360,LEAD-00000360,CUST-00000493,SP-00000014,25000.0,2025-01-03,CONVERTED,Trade Show,
LEAD-00000361,LEAD-00000361,CUST-00000202,SP-00000017,10000.0,2024-02-23,NEW,Cold Call,
LEAD-00000362,LEAD-00000362,CUST-00000130,SP-00000009,500.0,2025-03-14,CONTACTED,Cold Call,
LEAD-00000363,LEAD-00000363,CUST-00000926,SP-00000018,5000.0,2024-02-26,NEW,Partner,
LEAD-00000364,LEAD-00000364,CUST-00000597,SP-00000006,5000.0,2024-12-12,CONTACTED,Email Campaign,
LEAD-00000365,LEAD-00000365,CUST-00000661,SP-00000012,5000.0,2024-12-06,CONTACTED,Email Campaign,
LEAD-00000366,LEAD-00000366,CUST-00000394,SP-00000015,25000.0,2024-01-24,CONTACTED,Email Campaign,
LEAD-00000367,LEAD-00000367,CUST-00000746,SP-00000020,2500.0,2024-07-27,QUALIFIED,Website,
LEAD-00000368,LEAD-00000368,CUST-00000749,SP-00000017,2500.0,2025-06-04,QUALIFIED,Cold Call,
LEAD-00000369,LEAD-00000369,CUST-00000447,SP-00000012,1000.0,2023-10-30,LOST,Referral,
LEAD-00000370,LEAD-00000370,CUST-00000705,SP-00000010,10000.0,2024-10-30,QUALIFIED,Cold Call,
LEAD-00000371,LEAD-00000371,CUST-00000767,SP-00000009,50000.0,2024-12-15,NEW,Website,
LEAD-00000372,LEAD-00000372,CUST-00000338,SP-00000004,25000.0,2023-10-04,QUALIFIED,Referral,
LEAD-00000373,LEAD-00000373,CUST-00000678,SP-00000013,2500.0,2023-11-04,QUALIFIED,Referral,
LEAD-00000374,LEAD-00000374,CUST-00000150,SP-00000002,2500.0,2024-12-29,CONTACTED,Email Campaign,
LEAD-00000375,LEAD-00000375,CUST-00000859,SP-00000011,25000.0,2024-10-30,CONVERTED,Email Campaign,
LEAD-00000376,LEAD-00000376,CUST-00000022,SP-00000018,1000.0,2024-06-19,NEW,Referral,
LEAD-00000377,LEAD-00000377,CUST-00000744,SP-00000015,1000.0,2025-05-11,LOST,Referral,
LEAD-00000378,LEAD-00000378,CUST-00000453,SP-00000013,50000.0,2023-07-17,CONTACTED,Partner,
LEAD-00000379,LEAD-00000379,CUST-00000467,SP-00000002,5000.0,2023-11-26,CONTACTED,Website,
LEAD-00000380,LEAD-00000380,CUST-00000953,SP-00000020,500.0,2025-05-17,CONTACTED,Partner,
LEAD-00000381,LEAD-00000381,CUST-00000631,SP-00000006,50000.0,2024-08-17,LOST,Website,
LEAD-00000382,LEAD-00000382,CUST-00000634,SP-00000018,25000.0,2023-09-01,QUALIFIED,Trade Show,
LEAD-00000383,LEAD-00000383,CUST-00000934,SP-00000014,25000.0,2023-08-31,CONVERTED,Partner,
LEAD-00000384,LEAD-00000384,CUST-00000587,SP-00000020,1000.0,2024-01-02,CONTACTED,Partner,
LEAD-00000385,LEAD-00000385,CUST-00000199,SP-00000014,5000.0,2025-06-09,LOST,Cold Call,
LEAD-00000386,LEAD-00000386,CUST-00000713,SP-00000011,25000.0,2024-03-18,QUALIFIED,Website,
LEAD-00000387,LEAD-00000387,CUST-00000084,SP-00000019,25000.0,2024-10-31,CONTACTED,Website,
LEAD-00000388,LEAD-00000388,CUST-00000092,SP-00000006,500.0,2023-11-23,CONVERTED,Referral,
LEAD-00000389,LEAD-00000389,CUST-00000183,SP-00000004,5000.0,2024-03-04,LOST,Cold Call,
LEAD-00000390,LEAD-00000390,CUST-00000303,SP-00000004,10000.0,2025-02-28,CONVERTED,Email Campaign,
LEAD-00000391,LEAD-00000391,CUST-00000583,SP-00000005,25000.0,2024-10-04,CONTACTED,Trade Show,
LEAD-00000392,LEAD-00000392,CUST-00000929,SP-00000001,10000.0,2025-06-28,CONTACTED,Cold Call,
LEAD-00000393,LEAD-00000393,CUST-00000251,SP-00000011,2500.0,2024-09-20,QUALIFIED,Referral,
LEAD-00000394,LEAD-00000394,CUST-00000801,SP-00000005,5000.0,2024-09-12,NEW,Referral,
LEAD-00000395,LEAD-00000395,CUST-00000596,SP-00000019,50000.0,2024-09-07,LOST,Cold Call,
LEAD-00000396,LEAD-00000396,CUST-00000840,SP-00000008,10000.0,2023-07-18,CONVERTED,Cold Call,
LEAD-00000397,LEAD-00000397,CUST-00000284,SP-00000005,25000.0,2024-07-29,CONTACTED,Referral,
LEAD-00000398,LEAD-00000398,CUST-00000514,SP-00000020,500.0,2023-12-26,NEW,Website,
LEAD-00000399,LEAD-00000399,CUST-00000010,SP-00000006,50000.0,2024-02-13,QUALIFIED,Website,
LEAD-00000400,LEAD-00000400,CUST-00000648,SP-00000014,500.0,2025-03-31,CONVERTED,Partner,
LEAD-00000401,LEAD-00000401,CUST-00000201,SP-00000003,2500.0,2023-09-06,CONTACTED,Referral,
LEAD-00000402,LEAD-00000402,CUST-00000707,SP-00000008,5000.0,2023-10-24,NEW,Email Campaign,
LEAD-00000403,LEAD-00000403,CUST-00000223,SP-00000007,10000.0,2023-10-02,QUALIFIED,Trade Show,
LEAD-00000404,LEAD-00000404,CUST-00000352,SP-00000009,25000.0,2025-04-30,CONVERTED,Cold Call,
LEAD-00000405,LEAD-00000405,CUST-00000360,SP-00000003,25000.0,2025-05-28,CONVERTED,Referral,
LEAD-00000406,LEAD-00000406,CUST-00000247,SP-00000017,25000.0,2024-06-14,QUALIFIED,Cold Call,
LEAD-00000407,LEAD-00000407,CUST-00000155,SP-00000012,500.0,2024-07-26,CONTACTED,Website,
LEAD-00000408,LEAD-00000408,CUST-00000231,SP-00000005,1000.0,2025-05-29,CONVERTED,Cold Call,
LEAD-00000409,LEAD-00000409,CUST-00000838,SP-00000001,10000.0,2023-07-17,CONVERTED,Website,
LEAD-00000410,LEAD-00000410,CUST-00000246,SP-00000010,5000.0,2024-05-15,CONTACTED,Referral,
LEAD-00000411,LEAD-00000411,CUST-00000619,SP-00000001,25000.0,2023-09-24,CONTACTED,Referral,
LEAD-00000412,LEAD-00000412,CUST-00000227,SP-00000019,2500.0,2025-01-24,CONTACTED,Referral,
LEAD-00000413,LEAD-00000413,CUST-00000709,SP-00000005,50000.0,2025-05-11,CONTACTED,Website,
LEAD-00000414,LEAD-00000414,CUST-00000844,SP-00000020,500.0,2023-10-29,NEW,Email Campaign,
LEAD-00000415,LEAD-00000415,CUST-00000073,SP-00000017,2500.0,2025-04-28,CONVERTED,Email Campaign,
LEAD-00000416,LEAD-00000416,CUST-00000228,SP-00000013,2500.0,2024-06-06,QUALIFIED,Website,
LEAD-00000417,LEAD-00000417,CUST-00000253,SP-00000002,50000.0,2023-08-28,CONTACTED,Email Campaign,
LEAD-00000418,LEAD-00000418,CUST-00000607,SP-00000003,25000.0,2024-01-24,CONTACTED,Email Campaign,
LEAD-00000419,LEAD-00000419,CUST-00000756,SP-00000002,5000.0,2025-04-03,CONVERTED,Cold Call,
LEAD-00000420,LEAD-00000420,CUST-00000356,SP-00000013,500.0,2023-11-26,NEW,Cold Call,
LEAD-00000421,LEAD-00000421,CUST-00000862,SP-00000010,5000.0,2023-11-20,LOST,Cold Call,
LEAD-00000422,LEAD-00000422,CUST-00000185,SP-00000007,2500.0,2023-08-09,LOST,Email Campaign,
LEAD-00000423,LEAD-00000423,CUST-00000560,SP-00000015,5000.0,2023-11-30,CONTACTED,Trade Show,
LEAD-00000424,LEAD-00000424,CUST-00000944,SP-00000007,10000.0,2024-08-31,CONTACTED,Email Campaign,
LEAD-00000425,LEAD-00000425,CUST-00000707,SP-00000016,25000.0,2023-08-26,LOST,Referral,
LEAD-00000426,LEAD-00000426,CUST-00000845,SP-00000010,25000.0,2023-11-06,NEW,Website,
LEAD-00000427,LEAD-00000427,CUST-00000745,SP-00000017,10000.0,2025-05-26,CONVERTED,Website,
LEAD-00000428,LEAD-00000428,CUST-00000407,SP-00000020,10000.0,2023-11-16,CONVERTED,Referral,
LEAD-00000429,LEAD-00000429,CUST-00000738,SP-00000016,10000.0,2025-02-26,QUALIFIED,Referral,
LEAD-00000430,LEAD-00000430,CUST-00000993,SP-00000010,1000.0,2025-05-27,QUALIFIED,Website,
LEAD-00000431,LEAD-00000431,CUST-00000338,SP-00000014,5000.0,2024-11-26,NEW,Cold Call,
LEAD-00000432,LEAD-00000432,CUST-00000230,SP-00000012,50000.0,2023-12-23,CONTACTED,Trade Show,
LEAD-00000433,LEAD-00000433,CUST-00000985,SP-00000013,2500.0,2023-12-28,QUALIFIED,Partner,
LEAD-00000434,LEAD-00000434,CUST-00000721,SP-00000018,500.0,2024-07-18,CONTACTED,Website,
LEAD-00000435,LEAD-00000435,CUST-00000819,SP-00000007,5000.0,2023-10-30,NEW,Website,
LEAD-00000436,LEAD-00000436,CUST-00000914,SP-00000009,25000.0,2024-09-18,LOST,Website,
LEAD-00000437,LEAD-00000437,CUST-00000846,SP-00000011,500.0,2023-07-03,LOST,Website,
LEAD-00000438,LEAD-00000438,CUST-00000921,SP-00000019,25000.0,2025-03-29,CONTACTED,Website,
LEAD-00000439,LEAD-00000439,CUST-00000640,SP-00000018,25000.0,2024-10-23,NEW,Trade Show,
LEAD-00000440,LEAD-00000440,CUST-00000893,SP-00000014,1000.0,2024-10-03,NEW,Cold Call,
LEAD-00000441,LEAD-00000441,CUST-00000360,SP-00000005,50000.0,2023-07-10,CONTACTED,Referral,
LEAD-00000442,LEAD-00000442,CUST-00000945,SP-00000011,50000.0,2024-03-26,NEW,Cold Call,
LEAD-00000443,LEAD-00000443,CUST-00000749,SP-00000006,1000.0,2025-02-13,CONTACTED,Referral,
LEAD-00000444,LEAD-00000444,CUST-00000258,SP-00000015,2500.0,2023-11-30,QUALIFIED,Email Campaign,
LEAD-00000445,LEAD-00000445,CUST-00000603,SP-00000004,10000.0,2025-02-15,QUALIFIED,Email Campaign,
LEAD-00000446,LEAD-00000446,CUST-00000912,SP-00000016,50000.0,2024-05-12,CONTACTED,Trade Show,
LEAD-00000447,LEAD-00000447,CUST-00000092,SP-00000019,10000.0,2024-04-29,CONTACTED,Trade Show,
LEAD-00000448,LEAD-00000448,CUST-00000388,SP-00000007,25000.0,2023-10-21,CONVERTED,Website,
LEAD-00000449,LEAD-00000449,CUST-00000813,SP-00000007,1000.0,2025-04-19,QUALIFIED,Email Campaign,
LEAD-00000450,LEAD-00000450,CUST-00000524,SP-00000019,2500.0,2025-05-18,QUALIFIED,Email Campaign,
LEAD-00000451,LEAD-00000451,CUST-00000496,SP-00000018,50000.0,2025-03-18,CONTACTED,Partner,
LEAD-00000452,LEAD-00000452,CUST-00000895,SP-00000016,1000.0,2024-09-13,CONVERTED,Partner,
LEAD-00000453,LEAD-00000453,CUST-00000723,SP-00000012,1000.0,2024-12-13,QUALIFIED,Email Campaign,
LEAD-00000454,LEAD-00000454,CUST-00000011,SP-00000017,1000.0,2024-02-05,NEW,Referral,
LEAD-00000455,LEAD-00000455,CUST-00000679,SP-00000002,25000.0,2023-12-03,CONTACTED,Website,
LEAD-00000456,LEAD-00000456,CUST-00000012,SP-00000005,50000.0,2025-02-08,CONVERTED,Email Campaign,
LEAD-00000457,LEAD-00000457,CUST-00000639,SP-00000001,2500.0,2023-12-13,QUALIFIED,Email Campaign,
LEAD-00000458,LEAD-00000458,CUST-00000712,SP-00000018,500.0,2025-01-06,CONTACTED,Referral,
LEAD-00000459,LEAD-00000459,CUST-00000907,SP-00000011,1000.0,2024-03-24,CONTACTED,Partner,
LEAD-00000460,LEAD-00000460,CUST-00000001,SP-00000019,10000.0,2024-09-27,CONVERTED,Email Campaign,
LEAD-00000461,LEAD-00000461,CUST-00000767,SP-00000011,25000.0,2023-08-07,CONVERTED,Website,
LEAD-00000462,LEAD-00000462,CUST-00000393,SP-00000003,1000.0,2023-10-29,QUALIFIED,Website,
LEAD-00000463,LEAD-00000463,CUST-00000471,SP-00000017,10000.0,2025-05-09,QUALIFIED,Email Campaign,
LEAD-00000464,LEAD-00000464,CUST-00000736,SP-00000017,25000.0,2025-04-02,NEW,Partner,
LEAD-00000465,LEAD-00000465,CUST-00000189,SP-00000013,5000.0,2024-08-16,QUALIFIED,Cold Call,
LEAD-00000466,LEAD-00000466,CUST-00000275,SP-00000005,1000.0,2024-02-28,CONVERTED,Referral,
LEAD-00000467,LEAD-00000467,CUST-00000943,SP-00000017,50000.0,2024-04-20,CONTACTED,Trade Show,
LEAD-00000468,LEAD-00000468,CUST-00000410,SP-00000003,500.0,2024-10-14,QUALIFIED,Trade Show,
LEAD-00000469,LEAD-00000469,CUST-00000310,SP-00000020,25000.0,2024-07-11,LOST,Cold Call,
LEAD-00000470,LEAD-00000470,CUST-00000837,SP-00000003,25000.0,2023-09-24,CONTACTED,Website,
LEAD-00000471,LEAD-00000471,CUST-00000302,SP-00000020,2500.0,2025-04-20,QUALIFIED,Partner,
LEAD-00000472,LEAD-00000472,CUST-00000650,SP-00000003,2500.0,2024-01-14,CONTACTED,Website,
LEAD-00000473,LEAD-00000473,CUST-00000264,SP-00000011,50000.0,2023-09-12,QUALIFIED,Partner,
LEAD-00000474,LEAD-00000474,CUST-00000920,SP-00000018,50000.0,2024-02-09,NEW,Referral,
LEAD-00000475,LEAD-00000475,CUST-00000155,SP-00000004,50000.0,2025-06-01,QUALIFIED,Partner,
LEAD-00000476,LEAD-00000476,CUST-00000387,SP-00000016,50000.0,2023-08-10,CONTACTED,Email Campaign,
LEAD-00000477,LEAD-00000477,CUST-00000107,SP-00000012,5000.0,2023-10-20,NEW,Website,
LEAD-00000478,LEAD-00000478,CUST-00000947,SP-00000016,1000.0,2024-09-15,NEW,Cold Call,
LEAD-00000479,LEAD-00000479,CUST-00000525,SP-00000012,500.0,2024-09-04,CONVERTED,Trade Show,
LEAD-00000480,LEAD-00000480,CUST-00000762,SP-00000002,25000.0,2024-09-08,CONTACTED,Website,
LEAD-00000481,LEAD-00000481,CUST-00000345,SP-00000018,50000.0,2024-04-20,LOST,Trade Show,
LEAD-00000482,LEAD-00000482,CUST-00000106,SP-00000005,10000.0,2023-12-23,LOST,Referral,
LEAD-00000483,LEAD-00000483,CUST-00000637,SP-00000009,50000.0,2023-12-11,CONVERTED,Email Campaign,
LEAD-00000484,LEAD-00000484,CUST-00000558,SP-00000003,500.0,2024-09-05,LOST,Cold Call,
LEAD-00000485,LEAD-00000485,CUST-00000827,SP-00000010,50000.0,2025-03-03,CONTACTED,Partner,
LEAD-00000486,LEAD-00000486,CUST-00000277,SP-00000017,25000.0,2024-03-09,CONVERTED,Trade Show,
